序號,統一立案編號,類別,名稱,營業地址,保單到期日,Longitude,Latitude
1594,70443909,公司,乾杯股份有限公司,臺北市信義區松壽路12號4樓,116/01/01,121.566021,25.035668
1595,70443909,公司,乾杯股份有限公司,臺北市士林區忠誠路二段200號2樓,116/01/01,121.534037,25.11708
1596,70443909,公司,乾杯股份有限公司,臺北市中山區樂群3路200號5樓,116/01/01,121.5571672,25.0829303
1597,70443909,公司,乾杯股份有限公司,臺北市中山區樂群3路200號5樓,116/01/01,121.5571672,25.0829303
1598,70443909,公司,乾杯股份有限公司,臺北市南港區經貿二路131號5樓,116/01/01,121.617583,25.059345
1599,20749665,公司,國業股份有限公司,臺北市大安區羅斯福路4段85號2樓,116/01/01,121.536485,25.012892
1600,97286918,公司,爭鮮股份有限公司,臺北市中山區中山北路2段45巷35號,116/01/01,121.52482,25.054461
1601,50764298,公司,百家班餐飲管理顧問有限公司,臺北市信義區基隆路1段126號,116/01/01,121.566632,25.045195
1602,43843924,公司,新富豪匯國際娛樂有限公司,臺北市中山區南京東路3段217號B1,116/01/01,121.542919,25.05207
1603,79955280,公司,饗賓餐旅事業股份有限公司,臺北市信義區松壽路12號6樓,116/01/01,121.566021,25.035668
1604,79955280,公司,饗賓餐旅事業股份有限公司,臺北市大同區承德路1段1號4樓,116/01/01,121.516784,25.04909
1605,79955280,公司,饗賓餐旅事業股份有限公司,臺北市士林區忠誠路2段55號B1,116/01/01,121.531437,25.11181
1606,79955280,公司,饗賓餐旅事業股份有限公司,臺北市信義區忠孝東路5段68號46樓,116/01/01,121.566694,25.040648
1607,79955280,公司,饗賓餐旅事業股份有限公司,臺北市信義區松仁路58號9樓,116/01/01,121.567967,25.036732
1608,79955280,公司,饗賓餐旅事業股份有限公司,臺北市士林區忠誠路2段55號5樓,116/01/01,121.531437,25.11181
1609,79955280,公司,饗賓餐旅事業股份有限公司,臺北市松山區復興南路1段39號6樓,116/01/01,121.544126,25.046129
1610,79955280,公司,饗賓餐旅事業股份有限公司,臺北市信義區忠孝東路5段8號7樓,116/01/01,121.565417,25.040865
1611,79955280,公司,饗賓餐旅事業股份有限公司,臺北市士林區忠誠路2段55號5樓,116/01/01,121.531437,25.11181
1612,79955280,公司,饗賓餐旅事業股份有限公司,臺北市士林區忠誠路2段55號5樓,116/01/01,121.531437,25.11181
1613,79955280,公司,饗賓餐旅事業股份有限公司,臺北市信義區松高路11號5樓,116/01/01,121.565242,25.039515
1614,79955280,公司,饗賓餐旅事業股份有限公司,臺北市信義區信義路5段7號86樓,116/01/01,121.564604,25.033524
1615,79955280,公司,饗賓餐旅事業股份有限公司,臺北市信義區松高路11號5樓,116/01/01,121.565242,25.039515
1616,79955280,公司,饗賓餐旅事業股份有限公司,臺北市中正區忠孝西路1段66號13樓,116/01/01,121.515302,25.046226
1617,79955280,公司,饗賓餐旅事業股份有限公司,臺北市中正區忠孝西路1段66號13樓,116/01/01,121.515302,25.046226
1618,42634580,公司,點點心股份有限公司,臺北市中正區北平西路3號2樓,116/01/01,121.517058,25.047176
1619,42634580,公司,點點心股份有限公司,臺北市信義區松壽路12號4樓/櫃號:32,116/01/01,121.566021,25.035668
1620,69481735,公司,頂鮮擔仔麵股份有限公司,臺北市信義區松智路17號B1,116/01/01,121.565774,25.034434
1621,93526016,公司,御成聯合股份有限公司,臺北市中山區敬業三路22號5樓,116/01/01,121.55771,25.083231
1622,93526016,公司,御成聯合股份有限公司,臺北市信義區松智路17號B1,116/01/01,121.565774,25.034434
1623,70443909,公司,乾杯股份有限公司,臺北市中山區雙城街23號1樓、23之1號1樓、23之2號1樓,116/01/01,121.524364,25.065894
1624,84630426,公司,王品餐飲股份有限公司,臺北市中山區八德路2段306號B1,116/01/01,121.542479,25.046855
1625,84630426,公司,王品餐飲股份有限公司,臺北市大安區光復南路100號B1,116/01/01,121.557466,25.043668
1626,84630426,公司,王品餐飲股份有限公司,臺北市大安區光復南路100號1樓,116/01/01,121.557466,25.043668
1627,84630426,公司,王品餐飲股份有限公司,臺北市信義區松壽路11號5樓,116/01/01,121.56728,25.036072
1628,28699013,公司,貳樓餐飲股份有限公司,臺北市中正區羅斯福路3段316巷9弄5、7號,116/01/01,121.531529,25.015698
1629,20749665,公司,國業股份有限公司,臺北市松山區復興南路1段39號B1樓,116/01/01,121.544126,25.046129
1630,97286918,公司,爭鮮股份有限公司,臺北市南港區忠孝東路7段369號A棟1樓,116/01/01,121.607208,25.052669
1631,97286918,公司,爭鮮股份有限公司,臺北市中山區長春路40號2樓,116/01/01,121.524998,25.054842
1632,79955280,公司,饗賓餐旅事業股份有限公司,臺北市信義區松高路16號3樓,116/01/01,121.567277,25.038729
1633,95437995,公司,海峽會美食管理顧問股份有限公司,臺北市松山區敦化北路167號B1,116/01/01,121.549434,25.054708
1634,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,台北市文山區木柵路一段167號1~4F,116/01/01,121.550738,24.987696
1635,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,台北市信義區松山路111號B1~1F,116/01/01,121.577952,25.047725
1636,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,台北市大同區市民大道一段209號1樓,116/01/01,121.51835,25.048893
1637,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,台北市中山區南京東路二段178號,116/01/01,121.535113,25.051819
1638,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,台北市大安區信義路四段22號1-2F,116/01/01,121.544351,25.033166
1639,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,台北市內湖區成功路四段46號,116/01/01,121.592009,25.082044
1640,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,台北市士林區劍潭路15號,116/01/01,121.522926,25.084206
1641,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,"台北市北投區光明路223號 ,223-1號",116/01/01,121.504109,25.136469
1642,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,台北市松山區南京東路五段64號,116/01/01,121.560676,25.051283
1643,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,台北市中山區南京東路三段125號,116/01/01,121.540221,25.052126
1644,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,台北市中山區南京西路3-2號,116/01/01,121.521497,25.052585
1645,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,台北市松山區南京東路四段131號,116/01/01,121.555021,25.051812
1646,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,台北市大安區通化街37號,116/01/01,121.554337,25.030975
1647,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,台北市中正區南陽街15號,116/01/01,121.516139,25.04456
1648,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,台北市松山區八德路二段406號,116/01/01,121.546768,25.048075
1649,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市信義區吳興街225號,116/01/01,121.563139,25.027854
1650,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,"臺北市大安區和平東路二段55號 ,57號",116/01/01,121.538477,25.025766
1651,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,"台北市信義區和平東路三段433號1樓 ,435巷地下一樓",116/01/01,121.558334,25.019207
1652,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市大安區和平東路一段29號,116/01/01,121.523228,25.027211
1653,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市士林區中正路243號,116/01/01,121.525794,25.095134
1654,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市士林區士東路134號,116/01/01,121.530514,25.112209
1655,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市中山區北安路520-4號,116/01/01,121.546249,25.079711
1656,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市士林區天母北路6號,116/01/01,121.526163,25.119102
1657,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市士林區天母東路32號,116/01/01,121.532242,25.117895
1658,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市大安區安居街27號,116/01/01,121.554619,25.020583
1659,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市中山區大直街43號,116/01/01,121.546454,25.082739
1660,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市大同區寧夏路9號,116/01/01,121.514961,25.054554
1661,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市中正區寧波西街46號,116/01/01,121.517895,25.030847
1662,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市大安區師大路43號,116/01/01,121.528661,25.024528
1663,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市內湖區康樂街116-4號,116/01/01,121.619108,25.071315
1664,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市大同區延平北路三段33號,116/01/01,121.511201,25.064696
1665,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市松山區延吉街7號,116/01/01,121.55349,25.047491
1666,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市中山區復興北路60號,116/01/01,121.543781,25.050295
1667,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市松山區南京東路三段285號,116/01/01,121.545871,25.052012
1668,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市內湖區內湖路一段279號,116/01/01,121.565924,25.082463
1669,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市士林區德行東路224號,116/01/01,121.532552,25.1091
1670,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,台北市士林區德行東路110號 ~112號,116/01/01,121.52869,25.107666
1671,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市士林區德行西路78號,116/01/01,121.521834,25.104441
1672,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市信義區忠孝東路五段494號 ,116/01/01,121.57835,25.040896
1673,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市大安區忠孝東路四段339號,116/01/01,121.557294,25.04156
1674,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市大安區大安路一段77號 ,116/01/01,121.546315,25.041916
1675,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市士林區文林路130號,116/01/01,121.526546,25.088539
1676,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市南港區忠孝東路五段974號1-2樓,116/01/01,121.582293,25.04437
1677,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市松山區慈祐里八德路4段760號11樓之1之2、14樓,116/01/01,121.579153,25.050151
1678,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市中正區南昌路二段70號,116/01/01,121.52128,25.026575
1679,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市信義區松壽路20號,116/01/01,121.567404,25.03564
1680,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市中正區新生南路一段104號,116/01/01,121.532552,25.039777
1681,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市南港區忠孝東路六段440號,116/01/01,121.593701,25.050196
1682,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市文山區景興路195號,116/01/01,121.544101,24.992089
1683,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,"臺北市文山區木新路三段119號 ,121號",116/01/01,121.562214,24.98194
1684,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市文山區興隆路三段53號,116/01/01,121.556005,25.000346
1685,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,"台北市文山區木柵路三段59號 ,61號1~2樓",116/01/01,121.566576,24.988676
1686,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市內湖區東湖路31號,116/01/01,121.613353,25.068923
1687,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,台北市松山區南京東路五段301號1~3樓,116/01/01,121.56643,25.051558
1688,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,"台北市信義區松山路564號 ,566號",116/01/01,121.578194,25.037309
1689,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市中山區松江路287號,116/01/01,121.533383,25.060403
1690,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市信義區松山路11號1樓,116/01/01,121.578307,25.049196
1691,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市中山區林森北路380號,116/01/01,121.525409,25.058377
1692,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市中山區林森北路131號1樓,116/01/01,121.525206,25.051019
1693,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市大安區羅斯福路三段327號1-2樓,116/01/01,121.532274,25.01704
1694,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,"台北市萬華區武昌街二段37號 ,39號",116/01/01,121.507718,25.04462
1695,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市中山區民權西路64號,116/01/01,121.520073,25.06265
1696,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市松山區民權東路三段136號,116/01/01,121.546464,25.061838
1697,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市松山區民生東路五段188號,116/01/01,121.563895,25.058613
1698,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市大安區永康街2號,116/01/01,121.529726,25.033214
1699,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市內湖區內湖路一段737巷37號,116/01/01,121.57883,25.079885
1700,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市萬華區漢中街131號B1-2樓,116/01/01,121.507493,25.041931
1701,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市內湖區瑞光路319號1樓,116/01/01,121.575177,25.076384
1702,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市北投區知行路222號1-2樓,116/01/01,121.467284,25.120525
1703,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市信義區福德街191號1-2樓,116/01/01,121.58427,25.038249
1704,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市大安區復興南路二段205號,116/01/01,121.543667,25.026223
1705,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市大安區忠孝東路四段209號,116/01/01,121.552017,25.041671
1706,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市中正區羅斯福路四段58號,116/01/01,121.533919,25.014844
1707,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市大安區和平東路二段365號,116/01/01,121.546505,25.024851
1708,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市大安區光復南路704號,116/01/01,121.557233,25.029534
1709,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市北投區自強街88號,116/01/01,121.514881,25.110496
1710,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市萬華區萬大路497號,116/01/01,121.497781,25.019909
1711,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市內湖區康寧路三段12號,116/01/01,121.606714,25.072728
1712,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市萬華區西園路一段198號1-2樓,116/01/01,121.499213,25.036057
1713,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市萬華區成都路15號,116/01/01,121.507202,25.042584
1714,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市中山區雙城街14號,116/01/01,121.524158,25.064857
1715,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市大同區酒泉街70號,116/01/01,121.515195,25.071902
1716,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市中山區錦州街448號,116/01/01,121.543349,25.060096
1717,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市中山區長安東路二段77號,116/01/01,121.534364,25.048532
1718,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市中山區長春路184號,116/01/01,121.534627,25.054676
1719,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市中山區民生西路54號,116/01/01,121.521086,25.057573
1720,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市中正區館前路18號,116/01/01,121.514894,25.045403
1721,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市中山區龍江路283號,116/01/01,121.540841,25.06034
1722,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市信義區永吉路30巷177弄2號1樓,116/01/01,121.568501,25.044834
1723,23224657,公司,台灣屈臣氏個人用品商店股份有限公司,臺北市中山區龍江路356巷16號,116/01/01,121.540223,25.065912
1724,79955280,公司,饗賓餐旅事業股份有限公司,臺北市大同區承德路1段1號B3樓,116/01/01,121.516784,25.04909
1725,79955280,公司,饗賓餐旅事業股份有限公司,臺北市南港區經貿二路186號之1 C棟3樓,116/01/01,121.614969,25.058743
1726,79955280,公司,饗賓餐旅事業股份有限公司,臺北市信義區松智路17號5樓,116/01/01,121.565774,25.034434
1727,79955280,公司,饗賓餐旅事業股份有限公司,臺北市松山區復興南路1段39號B1樓,116/01/01,121.544126,25.046129
1728,79955280,公司,饗賓餐旅事業股份有限公司,臺北市信義區松智路17號5樓,116/01/01,121.565774,25.034434
1729,79955280,公司,饗賓餐旅事業股份有限公司,臺北市信義區松仁路58號14樓,116/01/01,121.567967,25.036732
1730,79955280,公司,饗賓餐旅事業股份有限公司,臺北市信義區忠孝東路5段68號45樓,116/01/01,121.566694,25.040648
1731,52929520,公司,台灣壽司郎股份有限公司,臺北市中山區松江路61之1號1至2樓,116/01/02,121.533174,25.048651
1732,62188818,公司,森煦境有限公司,臺北市大安區信義路4段107之1號2樓,116/01/02,121.547649,25.033493
1733,24431747,公司,金興發股份有限公司,臺北市中山區南京西路5之1號1、2、3樓,116/01/03,121.521373,25.052603
1734,84499220,公司,為福樓餐廳有限公司,臺北市南港區忠孝東路5段996號1樓至4樓及998號3樓,116/01/04,121.582826,25.045041
1735,42836896,公司,濠饗國際餐飲股份有限公司,臺北市中正區館前路36號2樓,116/01/04,121.514906,25.044564
1736,80671769,公司,六角國際事業股份有限公司,臺北市中正區北平西路3號2樓,116/01/04,121.517058,25.047176
1737,80665106,公司,香米餐飲有限公司,臺北市中山區復興北路174號1樓,116/01/04,121.54387,25.053954
1738,55694997,公司,八條王有限公司,臺北市中山區林森北路133巷3號,116/01/05,121.525471,25.051082
1739,55694997,公司,八條王有限公司,臺北市中山區林森北路133巷7之1號,116/01/05,121.525681,25.051033
1740,50778407,公司,日日文創股份有限公司,臺北市內湖區民權東路6段180巷10弄6號1、2樓,116/01/05,121.592307,25.06785
1741,90492168,公司,喝吧有限公司,臺北市大安區大安路1段19巷13號1樓,116/01/06,121.546944,25.044559
1742,00086777,公司,速酒國際有限公司,臺北市松山區饒河街209號1樓,116/01/06,121.576389,25.050888
1743,24467370,公司,瑞吉納企業有限公司,臺北市大安區安和路1段29號之1,116/01/06,121.550678,25.039158
1744,60350976,公司,森足體國際有限公司,臺北市大安區通化街17之4號1、2、3、4樓,116/01/06,121.554353,25.031773
1745,22198006,公司,金師樓餐廳有限公司,臺北市萬華區西寧南路36號10樓之2 ,116/01/07,121.50664,25.045591
1746,11734959,公司,新濱餐廳有限公司,臺北市松山區光復北路11巷33號B1,116/01/07,121.5594,25.04983
1747,93565158,公司,老唐牛肉麵有限公司,臺北市大安區敦化南路1段187巷37號地下1層,116/01/07,121.551197,25.042646
1748,24309936,公司,微風梅森凱瑟有限公司,臺北市松山區南京東路三段337號B1~4樓及敦化北路100號B2,116/01/08,121.547988,25.051988
1749,51183903,公司,微風置地股份有限公司,臺北市信義區松智路17號,116/01/08,121.565774,25.034434
1750,94197012,公司,玖樂餐飲股份有限公司,臺北市中山區建國北路2段86號1樓,116/01/08,121.536511,25.056039
1751,83223745,公司,大稻埕梵濤文創有限公司,臺北市大同區涼州街45號1樓,116/01/09,121.509744,25.060638
1752,94142586,公司,心流釀造有限公司,臺北市信義區嘉興街38號一樓,116/01/10,121.558117,25.03161
1753,27530072,公司,典華婚訂資源整合股份有限公司,臺北市中山區植福路8號(全棟),116/01/10,121.554773,25.083767
1754,82856355,公司,典華雅聚股份有限公司,臺北市士林區福華路114號1樓、2樓、3樓加蓋,116/01/10,121.522993,25.102295
1755,00239703,公司,酉珈國際有限公司,臺北市松山區光復南路19號1樓,116/01/10,121.558065,25.047155
1756,83308618,公司,松竹園餐飲股份有限公司,臺北市士林區永公路546號,116/01/11,121.567646,25.1398
1757,16421610,公司,權哲實業有限公司,臺北市大同區迪化街1段302號,116/01/12,121.509191,25.061512
1758,20842727,公司,一晉有限公司,臺北市松山區健康路174號1樓,116/01/12,121.558533,25.053668
1759,90272495,公司,瀧昇有限公司,臺北市南港區忠孝東路7段369號3樓,116/01/12,121.607208,25.052669
1760,89135564,公司,刁民萊斯義餐飲有限公司,臺北市信義區松壽路12號1樓及地下室1樓 1樓-32室+B1樓-35室,116/01/12,121.566021,25.035668
1761,28455591,公司,大龍蝦會館海鮮餐廳有限公司,臺北市中山區吉林路45號1、2樓,116/01/13,121.530205,25.051409
1762,12873232,公司,錦香樓餐廳有限公司,臺北市中山區新生北路2段28巷1號1、2樓,116/01/13,121.527004,25.053891
1763,90451531,公司,億品餐飲有限公司,臺北市內湖區瑞光路584號1樓,116/01/13,121.566256,25.080155
1764,60451545,公司,京饌餐旅事業股份有限公司,臺北市南港區經貿二路188號3樓,116/01/14,121.614993,25.059335
1765,28821794,公司,金品茶樓股份有限公司,臺北市中山區長春路16號1樓(含地下室),116/01/15,121.523669,25.05486
1766,53769515,公司,富錦樹文創科技股份有限公司,臺北市信義區松壽路30號1樓,116/01/15,121.567729,25.035388
1767,00064817,公司,均樺國際有限公司,臺北市松山區八德路四段48號1樓,116/01/15,121.559397,25.048238
1768,84127283,公司,億萬里股份有限公司,臺北市萬華區廣州街146號1至2樓及地下室,116/01/16,121.50073,25.036569
1769,84127283,公司,億萬里股份有限公司,臺北市北投區新市街22號,116/01/16,121.502086,25.132047
1770,22452549,公司,小魏川菜有限公司,臺北市中正區公園路13號3樓,116/01/16,121.517403,25.04549
1771,50984384,公司,化石先生股份有限公司,臺北市文山區新光路2段30號,116/01/17,121.581228,24.998739
1772,53938771,公司,欣欣坊餐飲股份有限公司,臺北市信義區松智路17號5樓,116/01/18,121.565774,25.034434
1773,83056113,公司,不然好朋友有限公司,臺北市信義區松壽路12號2樓,116/01/19,121.566021,25.035668
1774,83177720,公司,春秋創製編輯文化有限公司,臺北市大同區赤峰街41巷7號,116/01/20,121.520132,25.05489
1775,52660278,公司,運浩餐飲管理顧問有限公司,臺北市大安區新生南路1段167號1樓,116/01/20,121.532972,25.034125
1776,53952317,公司,悅聖餐飲股份有限公司,臺北市中正區開封街1段48號1樓,116/01/20,121.512056,25.045915
1777,27748310,公司,金田興業股份有限公司,臺北市大安區忠孝東路4段45號12樓,116/01/20,121.544883,25.041902
1778,52708012,公司,亞玓有限公司,臺北市信義區松仁路100號46樓,116/01/20,121.568126,25.034459
1779,53928128,公司,首侖創意有限公司,臺北市信義區忠孝東路5段8號,116/01/20,121.565417,25.040865
1780,42826026,公司,好膳企業股份有限公司,臺北市大安區仁愛路四段145號,116/01/20,121.551604,25.038097
1781,53769515,公司,富錦樹文創科技股份有限公司,臺北市士林區中山北路6段77號6樓,116/01/20,121.524278,25.105007
1782,89398566,公司,得利影視股份有限公司,臺北市信義區忠孝東路5段8號,116/01/21,121.565417,25.040865
1783,22753714,公司,華南便當有限公司,臺北市中正區開封街1段36號,116/01/22,121.512387,25.045918
1784,28447559,公司,蕎源餐飲有限公司,臺北市中山區錦州街28號1、2樓,116/01/23,121.524505,25.060241
1785,23932791,公司,台灣三色旗股份有限公司,臺北市信義區松高路12號2樓,116/01/23,121.5668,25.038813
1786,25105494,公司,覺旅股份有限公司,"臺北市內湖區陽光街321巷42號1樓,B1(大門區域及後門通道)",116/01/23,121.578142,25.071771
1787,28209070,公司,石洞國際餐廳有限公司,臺北市中山區雙城街32巷3號1樓及3-1號,116/01/24,121.523833,25.066279
1788,53769515,公司,富錦樹文創科技股份有限公司,臺北市信義區市府路45號5樓,116/01/25,121.563903,25.034026
1789,94160269,公司,黃馮總有限公司,臺北市中山區民生東路1段40號,116/01/26,121.524394,25.057932
1790,16852172,公司,馥餘實業股份有限公司,臺北市中山區民權東路3段3號全棟,116/01/26,121.541034,25.062591
1791,16852172,公司,馥餘實業股份有限公司,臺北市信義區信義路5段6號1樓,116/01/26,121.560293,25.032695
1792,16852172,公司,馥餘實業股份有限公司,臺北市大安區新生南路3段88號,116/01/26,121.533355,25.018122
1793,16852172,公司,馥餘實業股份有限公司,臺北市大安區忠孝東路4段250號1樓,116/01/26,121.554216,25.041202
1794,16852172,公司,馥餘實業股份有限公司,臺北市內湖區內湖路1段242號1樓,116/01/26,121.566019,25.082056
1795,30879201,公司,總督有限公司,臺北市大安區忠孝東路4段104號2樓,116/01/26,121.54662,25.041361
1796,54639759,公司,閒雲科技有限公司,臺北市士林區前港街19、21號全棟、23號3樓,116/01/26,121.517767,25.085184
1797,29799807,公司,水都旅館股份有限公司,臺北市北投區光明路283號,116/01/28,121.511042,25.136952
1798,42847319,公司,世代街區股份有限公司,臺北市大同區迪化街1段67號1~3樓含騎樓,116/01/28,121.509992,25.05594
1799,42847319,公司,世代街區股份有限公司,臺北市大同區迪化街1段32巷1號1-3樓 含騎樓,116/01/28,121.5099,25.054607
1800,42847319,公司,世代街區股份有限公司,臺北市大同區迪化街1段34-1號1-3樓 含騎樓,116/01/28,121.510052,25.054658
1801,42847319,公司,世代街區股份有限公司,臺北市大同區迪化街1段87號1~2樓 含騎樓,116/01/28,121.509947,25.056412
1802,42847319,公司,世代街區股份有限公司,臺北市大同區迪化街1段82號1~4樓 含騎樓,116/01/28,121.509905,25.05584
1803,42847319,公司,世代街區股份有限公司,臺北市大同區民生西路362巷34號1-3樓,116/01/28,121.510557,25.05598
1804,42847319,公司,世代街區股份有限公司,臺北市大同區民生西路362巷23號1-3樓,116/01/28,121.510619,25.056096
1805,42847319,公司,世代街區股份有限公司,臺北市大同區迪化街1段197號1-2樓,116/01/28,121.509522,25.059314
1806,42847319,公司,世代街區股份有限公司,臺北市大同區迪化街1段199號1-2樓,116/01/28,121.509525,25.059343
1807,03069208,公司,天成飯店股份有限公司,臺北市信義區信義路五段1號1~4樓,116/01/30,121.560847,25.033179
1808,53942775,公司,寶吉祥餐飲股份有限公司,臺北市中山區大直街126號1樓及地下1樓,116/01/30,121.548891,25.084289
1809,53942775,公司,寶吉祥餐飲股份有限公司,臺北市中山區樂群三路57號1樓,116/01/30,121.552903,25.082812
1810,42727567,公司,金鉑國際股份有限公司,臺北市大安區金華街84、86號,116/01/30,121.531885,25.030225
1811,15319335,公司,新東陽股份有限公司,臺北市大同區迪化街1段100號1、2樓,116/01/31,121.509861,25.056255
1812,86707618,公司,吉星餐廳有限公司,臺北市中山區南京東路1段92號2、3樓,116/02/01,121.526011,25.051912
1813,16740494,公司,全聯實業股份有限公司,臺北市南港區南港路二段20巷5號地下一樓、地下二樓、地下二樓之一全部、地下三樓,116/02/01,121.605577,25.054442
1814,46422101,公司,上海鄉村股份有限公司,臺北市大安區信義路4段137號1樓,116/02/01,121.549346,25.033456
1815,94269351,公司,川粵府股份有限公司,臺北市信義區松智路17號46樓,116/02/01,121.565774,25.034434
1816,16740494,公司,全聯實業股份有限公司,臺北市文山區興隆路一段15號一樓,116/02/01,121.540353,25.004286
1817,16740494,公司,全聯實業股份有限公司,臺北市中山區明水路589號B1,116/02/01,121.551603,25.080717
1818,16740494,公司,全聯實業股份有限公司,臺北市內湖區民權東路六段296巷20號,116/02/01,121.606126,25.072251
1819,16740494,公司,全聯實業股份有限公司,臺北市內湖區港墘路127巷10號,116/02/01,121.576916,25.077871
1820,16740494,公司,全聯實業股份有限公司,臺北市中山區天津街56號B1,116/02/01,121.523039,25.050502
1821,16740494,公司,全聯實業股份有限公司,臺北市大安區市民大道四段190號1~2樓,116/02/01,121.554272,25.044212
