序號,統一立案編號,類別,名稱,營業地址,保單到期日,Longitude,Latitude
1,28715870,公司,悅家居企業股份有限公司,臺北市內湖區舊宗路一段150巷25號,115/05/01,121.576432,25.062097
2,21245136,公司,盈太企業股份有限公司,臺北市內湖區舊宗路一段150巷25號,115/05/01,121.576432,25.062097
3,89211393,公司,洛碁實業股份有限公司,臺北市中正區漢口街一段36號1-8樓及地下室全棟,115/05/01,121.513836,25.045097
4,83053426,公司,樂多多世界股份有限公司,臺北市士林區天母東路68號5樓,115/05/01,121.533979,25.117913
5,83053426,公司,樂多多世界股份有限公司,臺北市松山區慶城街18之1號1-2樓,115/05/01,121.545454,25.05328
6,83053426,公司,樂多多世界股份有限公司,臺北市文山區景文街42號2樓,115/05/01,121.54123,24.991716
7,83053426,公司,樂多多世界股份有限公司,臺北市大安區羅斯福路二段79號3樓、3樓之1~之2,115/05/01,121.523315,25.026219
8,89211393,公司,洛碁實業股份有限公司,臺北市南港區忠孝東路七段526號及528號B3至14樓,115/05/01,121.611284,25.052387
9,83053426,公司,樂多多世界股份有限公司,臺北市中正區重慶南路一段58號3樓,115/05/01,121.513107,25.043913
10,82816592,公司,飛萊特企業股份有限公司,臺北市松山區南京東路三段276號2~4樓,115/05/01,121.54552,25.05162
11,83053426,公司,樂多多世界股份有限公司,臺北市中山區中山北路一段82號82之1號1樓,115/05/01,121.520998,25.049063
12,83053426,公司,樂多多世界股份有限公司,臺北市萬華區中華路1段88號4樓,115/05/01,121.508645,25.045013
13,83053426,公司,樂多多世界股份有限公司,臺北市萬華區漢中街42號4樓,115/05/01,121.507346,25.044225
14,83053426,公司,樂多多世界股份有限公司,臺北市信義區忠孝東路4段553巷6弄16號,115/05/01,121.563505,25.04221
15,24564801,公司,川井餐廳有限公司,臺北市大同區長安西路289之3號 ,115/05/01,121.509077,25.052094
16,54367200,公司,香傳食品有限公司,臺北市中山區八德路2段322號,115/05/01,121.543038,25.047231
17,83031492,公司,格致餐飲股份有限公司,臺北市大安區忠孝東路4段205巷7弄11號1樓,115/05/01,121.552552,25.042178
18,42826026,公司,好膳企業股份有限公司,臺北市信義區忠孝東路四段515號,115/05/01,121.55953,25.042314
19,54391882,公司,香港商頂盛娛樂服務有限公司,臺北市大安區安和路1段137號,115/05/01,121.552688,25.034147
20,83053426,公司,樂多多世界股份有限公司,臺北市松山區健康路7之1號,115/05/01,121.552449,25.052728
21,83053426,公司,樂多多世界股份有限公司,臺北市信義區松仁路58號14樓,115/05/01,121.567967,25.036732
22,50984384,公司,化石先生股份有限公司,"臺北市中正區襄陽路25號一,二樓",115/05/01,121.514331,25.043538
23,52520299,公司,王將餐飲服務股份有限公司,臺北市信義區忠孝東路5段8號B2,115/05/01,121.565417,25.040865
24,27998225,公司,百富國際股份有限公司,臺北市大安區和平東路一段162號,115/05/01,121.52757,25.026454
25,27998225,公司,百富國際股份有限公司,"臺北市大安區和平東路一段129號樓,B1",115/05/01,121.528412,25.026879
26,95463634,公司,富士南山餐飲有限公司,臺北市信義區松智路17號5樓,115/05/01,121.565774,25.034434
27,89211393,公司,洛碁實業股份有限公司,臺北市中正區中華路1段41號1樓至3樓、10樓至14樓,115/05/01,121.509477,25.044865
28,94173742,公司,天上天下唯我獨尊有限公司,臺北市信義區松仁路89號B2-2,115/05/02,121.568749,25.037223
29,51010234,公司,日商仁大餐飲顧問有限公司,臺北市松山區八德路4段758號,115/05/02,121.578733,25.050058
30,42842877,公司,津豐興業有限公司,臺北市大安區敦化南路1段247巷10號2樓,115/05/03,121.549907,25.038864
31,82808002,公司,愛心音樂餐廳有限公司,臺北市中正區忠孝西路1段72之59號至72之75號,115/05/03,121.514037,25.046676
32,93484331,公司,西門大世界股份有限公司,臺北市萬華區成都路81號地下1樓,115/05/03,121.505272,25.043016
33,55251249,公司,沐真食酒神國際股份有限公司,臺北市大安區敦化南路1段160巷53號,115/05/03,121.546593,25.043676
34,93789495,公司,樂發福股份有限公司,臺北市松山區南京東路4段2號1樓,115/05/03,121.549954,25.051355
35,42613092,公司,萬曜事業股份有限公司,臺北市信義區松壽路12號10樓及11樓,115/05/05,121.566021,25.035668
36,86845231,公司,聚馥園餐廳有限公司,臺北市中山區南京東路3段219號3樓,115/05/05,121.54328,25.052084
37,53776760,公司,萬濠事業股份有限公司,臺北市中山區中山北路一段57號(整棟),115/05/05,121.521677,25.049474
38,00028475,公司,地上絲絨有限公司,臺北市大同區甘州街46號1樓,115/05/05,121.512649,25.059906
39,27524228,公司,牡丹和食餐廳有限公司,臺北市大安區四維路52巷17號1樓,115/05/05,121.54718,25.035184
40,16409904,公司,柚子花花股份有限公司,臺北市中山區中山北路2段48巷7號B1,115/05/05,121.521344,25.0559
41,28480590,公司,嘜記餐飲食品有限公司,臺北市中山區南京東路3段218號(1~3樓),115/05/06,121.543505,25.051665
42,53438327,公司,大灣碼頭餐飲股份有限公司,臺北市信義區基隆路1段149號,115/05/06,121.56555,25.04256
43,96841662,公司,樂達國際股份有限公司,臺北市松山區復興南路1段39號B1之05櫃,115/05/06,121.544126,25.046129
44,94098049,公司,滿侑有限公司,臺北市大安區敦化南路1段160巷32號1樓,115/05/07,121.547417,25.043474
45,90100579,公司,八和國際餐飲有限公司,臺北市松山區敦化北路100號1樓(敦北店)(八和和牛燒肉專門店-敦北二號店),115/05/08,121.548529,25.052764
46,82999706,公司,麗芳股份有限公司,臺北市中山區雙城街18巷16號1樓,115/05/08,121.523151,25.065382
47,91054763,公司,幸福切片生活股份有限公司,台北市中山區樂群三路200號1樓,115/05/08,121.55696,25.082542
48,50875082,公司,瑞記海南雞飯有限公司,臺北市萬華區成都路27巷17號1-2樓,115/05/09,121.506884,25.043151
49,53755809,公司,文華精品股份有限公司,臺北市松山區敦化北路158號~166號,115/05/10,121.548394,25.055344
50,83469677,公司,木村屋有限公司,臺北市中山區林森北路133巷27號1樓,115/05/10,121.526255,25.050899
51,83074647,公司,煌鯨國際有限公司,臺北市大安區忠孝東路4段45號2樓,115/05/10,121.544883,25.041902
52,90223523,公司,寶泰餐飲有限公司,臺北市中山區樂群三路200號5樓506櫃,115/05/10,121.55696,25.082542
53,94185775,公司,小跑豬來了股份有限公司,臺北市信義區忠孝東路四段515號,115/05/11,121.55953,25.042314
54,93715712,公司,萬采豐股份有限公司,臺北市中山區長安東路2段81號1樓(含騎樓),115/05/11,121.534499,25.04853
55,82876922,公司,雙月生物科技股份有限公司,臺北市中正區濟南路一段7號,115/05/12,121.521921,25.042701
56,90372157,公司,佳鉑樂國際有限公司,臺北市大安區忠孝東路4段216巷11弄4號1樓,115/05/12,121.553169,25.040689
57,52801642,公司,善菓餐飲國際股份有限公司,臺北市大安區復興南路一段107巷16號,115/05/13,121.545152,25.043506
58,50781705,公司,水剌有限公司,臺北市內湖區瑞光路478巷18弄30號1樓,115/05/13,121.567807,25.078644
59,83056113,公司,不然好朋友有限公司,臺北市中山區中山北路二段16巷12號6樓,115/05/13,121.521575,25.052973
60,12978192,公司,利誠餐飲有限公司,臺北市中正區衡陽路60號,115/05/13,121.511882,25.042183
61,24460209,公司,葳尼斯食品有限公司,臺北市中山區松江路235巷19號1樓,115/05/13,121.53428,25.058893
62,53916517,公司,凱星國際餐飲股份有限公司,臺北市中山區樂群三路58號1樓,115/05/14,121.552949,25.082471
63,24476390,公司,其林國際餐飲股份有限公司,臺北市大安區四維路52巷33號1樓,115/05/14,121.54628,25.035212
64,24750100,公司,有民餐飲事業股份有限公司,臺北市信義區松高路19號5樓,115/05/14,121.566667,25.039359
65,24750100,公司,有民餐飲事業股份有限公司,臺北市信義區松壽路9號6樓,115/05/14,121.566661,25.036082
66,24750100,公司,有民餐飲事業股份有限公司,臺北市南港區經貿一路168號,115/05/14,121.619435,25.058136
67,28927190,公司,五花馬國際行銷股份有限公司,臺北市士林區天母西路60號1樓及60-1號1樓,115/05/14,121.5243,25.118469
68,25136736,公司,三創數位股份有限公司,臺北市中正區市民大道三段2號,115/05/15,121.531021,25.045632
69,55865149,公司,銀山國際股份有限公司,臺北市大安區忠孝東路四段170巷18弄5號,115/05/15,121.550394,25.040047
70,94096788,公司,六夜娛樂有限公司,臺北市大安區光復南路202號地下1層,115/05/15,121.5573,25.041848
71,82855671,公司,禾飽有限公司,臺北市松山區八德路4段512-1號及地下室,115/05/15,121.570825,25.049723
72,52672154,公司,後院貿易有限公司,臺北市信義區忠孝東路四段515號,115/05/15,121.55953,25.042314
73,53521373,公司,老舅餐飲股份有限公司,臺北市松山區復興北路307號1樓,115/05/15,121.544404,25.058584
74,54269242,公司,特威茶葉有限公司,臺北市信義區市府路45號5樓,115/05/15,121.563903,25.034026
75,80060768,公司,復空食品股份有限公司,臺北市大安區忠孝東路4段216巷27弄3號1樓,115/05/15,121.5534,25.039977
76,23055771,公司,喜悅髮型美容設計股份有限公司,臺北市大安區忠孝東路四段76號5樓之4,115/05/16,121.54576,25.041373
77,95440099,公司,好食城三總股份有限公司,臺北市內湖區成功路2段325號,115/05/16,121.591982,25.0718
78,96809282,公司,鳥貴成股份有限公司,臺北市中山區南京西路12號5樓,115/05/16,121.521244,25.052326
79,23309091,公司,都城實業股份有限公司,臺北市南港區經貿二路186、186之1、188之1號3樓,115/05/16,121.614489,25.06114
80,70555447,公司,典藏藝術家庭股份有限公司,臺北市中山區民權西路7號1至4樓,115/05/16,121.522021,25.062981
81,96809282,公司,鳥貴成股份有限公司,臺北市信義區松壽路12號3樓,115/05/16,121.566021,25.035668
82,96809282,公司,鳥貴成股份有限公司,臺北市大安區光復南路180巷2號1樓,115/05/16,121.557276,25.042629
83,96809282,公司,鳥貴成股份有限公司,臺北市信義區松壽路12號3樓,115/05/16,121.566021,25.035668
84,95440099,公司,好食城三總股份有限公司,臺北市中正區汀州路3段40號,115/05/16,121.529891,25.0165
85,23309091,公司,都城實業股份有限公司,臺北市內湖區瑞光路517號2樓,115/05/16,121.569108,25.079239
86,23309091,公司,都城實業股份有限公司,臺北市中山區南京西路12號B1F,115/05/16,121.521244,25.052326
87,23309091,公司,都城實業股份有限公司,臺北市信義區松壽路11號B1樓(新光三越A11新天地B1),115/05/16,121.56728,25.036072
88,23309091,公司,都城實業股份有限公司,臺北市內湖區成功路2段325號B1,115/05/16,121.591982,25.0718
89,27980512,公司,勝成餐飲股份有限公司,臺北市忠孝西路一段66號12樓 ,115/05/16,121.515302,25.046226
90,27980512,公司,勝成餐飲股份有限公司,臺北市大安區光復南路290巷2號 ,115/05/16,121.557103,25.039397
91,27980512,公司,勝成餐飲股份有限公司,臺北市士林區天母東路68號7樓 ,115/05/16,121.533979,25.117913
92,27980512,公司,勝成餐飲股份有限公司,臺北市中山區敬業三路11號 ,115/05/16,121.55591,25.083572
93,27980512,公司,勝成餐飲股份有限公司,臺北市南港區經貿二路166號2樓,115/05/16,121.616125,25.058395
94,27980512,公司,勝成餐飲股份有限公司,臺北市中山區南京東路二段210號,115/05/16,121.53597,25.051815
95,27980512,公司,勝成餐飲股份有限公司,臺北市士林區忠誠路二段55號5樓,115/05/16,121.531437,25.11181
96,28202098,公司,開泰豐國際股份有限公司,臺北市松山區敦化北路158號~166號,115/05/17,121.548394,25.055344
97,20523701,公司,中泰賓館股份有限公司,臺北市松山區敦化北路158號~166號,115/05/17,121.548394,25.055344
98,83377430,公司,兆詣有限公司,臺北市大安區仁愛路4段345巷15弄3號,115/05/17,121.554184,25.038986
99,53355579,公司,慕捷企業股份有限公司,臺北市大安區安和路一段21巷19號,115/05/17,121.551205,25.039531
100,53737866,公司,三味永久食堂有限公司,臺北市萬華區貴陽街2段116號1、2樓,115/05/17,121.502716,25.039895
101,27328083,公司,勺勺客有限公司,臺北市中正區杭州南路1段27號,115/05/17,121.526381,25.041985
102,82829127,公司,澧瀜號有限公司,臺北市內湖區民權東路六段15巷35號1樓+B1,115/05/18,121.577695,25.068756
103,54184602,公司,一鷺國際餐飲有限公司,臺北市中山區民權東路2段152巷1號,115/05/18,121.534789,25.061995
104,54184602,公司,一鷺國際餐飲有限公司,臺北市中山區植福路217號、219號,115/05/18,121.560738,25.083015
105,90363191,公司,明粵股份有限公司,臺北市中山區樂群三路200號5樓(5-01櫃) ,115/05/18,121.55696,25.082542
106,04933476,公司,北平同慶樓有限公司,臺北市大安區敦化南路2段168號1樓、2樓,115/05/18,121.548359,25.024173
107,53804148,公司,食逸股份有限公司,臺北市信義區市府路45號4樓,115/05/18,121.563903,25.034026
108,54184602,公司,一鷺國際餐飲有限公司,臺北市大同區承德路1段1號4樓,115/05/18,121.516784,25.04909
109,83051285,公司,核心映画有限公司,臺北市信義區松壽路20號1樓及B1,115/05/19,121.567404,25.03564
110,16794266,公司,食昌企業股份有限公司,臺北市大安區敦化南路2段203號B2,115/05/19,121.549678,25.026299
111,42622297,公司,龍盛國際餐飲有限公司,臺北市內湖區舊宗路一段18號,115/05/19,121.58076,25.057825
112,53743852,公司,樂活酒窖股份有限公司,臺北市大安區信義路4段155號地下之1,115/05/20,121.550045,25.033441
113,28867566,公司,天利餐飲事業有限公司,臺北市大同區南京西路25巷2號1樓,115/05/20,121.520156,25.05327
114,89164053,公司,麟記股份有限公司,臺北市松山區敦化北路100號,115/05/20,121.548529,25.052764
115,55251395,公司,艾維依瑪餐飲事業有限公司,臺北市松山區南京東路4段162號、162之1號,115/05/20,121.55653,25.051378
116,53095716,公司,漢記股份有限公司,臺北市大安區信義路3段124號1樓及124-1號2樓,115/05/20,121.539056,25.033249
117,53095716,公司,漢記股份有限公司,臺北市內湖區舊宗路一段128號1樓,115/05/20,121.57832,25.060963
118,53095716,公司,漢記股份有限公司,臺北市內湖區成功路2段325號B1,115/05/20,121.591982,25.0718
119,93557072,公司,已田商行股份有限公司,臺北市中山區南京西路14號6號L601B區,115/05/20,121.520664,25.052433
120,28337899,公司,仙妮蕾德餐旅管理有限公司,臺北市松山區敦化北路100號,115/05/20,121.548529,25.052764
121,52929520,公司,台灣壽司郎股份有限公司,臺北市中山區敬業三路20號2樓,115/05/21,121.556698,25.083375
122,52384323,公司,大圈韓食股份有限公司,臺北市信義區信義路4段468號1樓及2樓,115/05/21,121.559104,25.032848
123,84099688,公司,紺碧餐廳有限公司,臺北市中山區林森北路145巷1號1樓,115/05/22,121.525504,25.051445
124,55766320,公司,天官餐飲股份有限公司,臺北市內湖區瑞光路421號,115/05/22,121.571319,25.078603
125,53751114,公司,德朗飲食企業股份有限公司,臺北市信義區信義路5段18之1號、18之2號,115/05/23,121.563666,25.032675
126,80656747,公司,福康事業有限公司,臺北市中正區羅斯福路4段118號,115/05/23,121.535572,25.013266
127,43292718,公司,丼賞有限公司,臺北市中山區南京東路2段140號B1,115/05/23,121.533857,25.051829
128,52691053,公司,澄堡國際有限公司,臺北市大安區敦化南路1段187巷46號1樓,115/05/24,121.551606,25.042393
129,53100865,公司,蒂米琪國際有限公司,臺北市士林區中山北路五段645號1、2、3、4樓,115/05/25,121.527379,25.096862
130,53922052,公司,養心餐飲股份有限公司,臺北市中山區松江路128號1至2樓及地下1至2樓,115/05/25,121.53278,25.05251
131,52632935,公司,崧椿企業股份有限公司,臺北市中山區南京西路12號2樓,115/05/25,121.521244,25.052326
132,42680303,公司,馡曄國際股份有限公司,臺北市中山區南京西路14號3樓,115/05/25,121.520664,25.052433
133,53112784,公司,百八魚場餐飲股份有限公司,臺北市松山區南京東路5段208號,115/05/25,121.564995,25.051186
134,00120536,公司,卓勺有限公司,臺北市大安區羅斯福路3段269巷6號1樓,115/05/25,121.530523,25.019241
135,54176595,公司,順昌勝業有限公司,臺北市中山區濱江街268號,115/05/26,121.543239,25.072115
136,82834472,公司,小自由有限公司,臺北市大安區金華街243巷1號1樓及地下室,115/05/26,121.530632,25.030068
137,42826026,公司,好膳企業股份有限公司,臺北市大安區信義路二段204號1樓及2樓,115/05/26,121.530559,25.033446
138,52565921,公司,杜克斯餐飲有限公司,臺北市大安區忠孝東路四段49巷2號2樓,115/05/27,121.545326,25.042027
139,53352952,公司,橘焱國際事業股份有限公司,臺北市信義區松壽路22號2樓,115/05/27,121.567734,25.035564
140,53352952,公司,橘焱國際事業股份有限公司,臺北市信義區松壽路30號,115/05/27,121.567729,25.035388
141,53352952,公司,橘焱國際事業股份有限公司,臺北市中山區南京東路2段63號1樓,115/05/27,121.53025,25.052256
142,80288981,公司,王德興茶業股份有限公司,臺北市大安區永康街10號之2,115/05/28,121.52955,25.031835
143,80288981,公司,王德興茶業股份有限公司,臺北市中山區中山北路一段95號1~3樓,115/05/28,121.52231,25.050802
144,80288981,公司,王德興茶業股份有限公司,臺北市大安區敦化南路2段111號,115/05/28,121.549195,25.027888
145,12971584,公司,深庭有限公司,臺北市中山區長安東路二段84號1、2樓及B1、B2,115/05/28,121.534319,25.048328
146,27349947,公司,梅村大眾食堂股份有限公司,臺北市中正區衡陽路74號,115/05/28,121.511183,25.042162
147,80288981,公司,王德興茶業股份有限公司,臺北市大安區忠孝東路3段300號地下3樓,115/05/28,121.543057,25.041212
148,25105494,公司,覺旅股份有限公司,臺北市內湖區瑞光路583巷24號,115/05/28,121.568173,25.08058
149,60732031,公司,饗麻南港有限公司,臺北市南港區經貿二路131號6樓,115/05/28,121.617583,25.059345
150,69713432,公司,太光國際有限公司,臺北市信義區松壽路12號4F,115/05/28,121.566021,25.035668
151,94097787,公司,瑪斯待客有限公司,臺北市大安區瑞安街31巷3號1樓,115/05/29,121.544002,25.030695
152,82869529,公司,旺來石頭火鍋有限公司,臺北市萬華區中華路一段74號1樓及B1,115/05/30,121.5089,25.045769
153,12206175,公司,台隆賓士汽車股份有限公司,臺北市中山區敬業一路169號,115/05/31,121.553162,25.08424
154,95434821,公司,逸國際餐食股份有限公司,臺北市信義區忠孝東路四段515號1樓,115/05/31,121.55953,25.042314
155,83060947,公司,祥鼎餐飲事業股份有限公司,臺北市中正區仁愛路2段7號、7之1號及B1,115/05/31,121.525823,25.038485
156,21257316,公司,太平洋崇光百貨股份有限公司,臺北市大安區忠孝東路四段45號,115/06/01,121.544883,25.041902
157,21257316,公司,太平洋崇光百貨股份有限公司,臺北市大安區忠孝東路三段300號地下1樓至地下6樓、1樓至12樓,115/06/01,121.543057,25.041212
158,21257316,公司,太平洋崇光百貨股份有限公司,臺北市大安區敦化南路一段246號地下1樓、地下2樓、地下4樓、1樓至5樓,115/06/01,121.548441,25.040146
159,05714195,公司,遠百企業股份有限公司,臺北市文山區景中街30巷12號,115/06/01,121.542047,24.992251
160,21257316,公司,太平洋崇光百貨股份有限公司,臺北市士林區中山北路六段77號,115/06/01,121.524278,25.105007
161,53546917,公司,鼎王國際餐飲股份有限公司,臺北市中山區中山北路二段36之1號1-6樓、地下室,115/06/01,121.52246,25.054364
162,54676260,公司,派譜有限公司,臺北市中正區思源街1號,115/06/01,121.530593,25.01359
163,24319033,公司,台灣淳久堂股份有限公司,臺北市大安區忠孝東路四段200號,115/06/01,121.552113,25.04124
164,53546917,公司,鑫鼎王餐飲股份有限公司,臺北市大安區永康路1號1樓至3樓,115/06/01,121.529962,25.033284
165,27744525,公司,台北花園大酒店股份有限公司,臺北市中正區中華路二段1號及忠孝西路1段41之2號,115/06/01,121.506865,25.036456
166,83416573,公司,亞東百貨股份有限公司,臺北市大安區敦化南路二段203號地下2樓至地上5樓及209號1樓,115/06/01,121.549678,25.026299
167,53951041,公司,益極股份有限公司,臺北市大安區市民大道三段198號2F,115/06/01,121.538501,25.044405
168,86386756,公司,茹絲葵食品企業股份有限公司,臺北市松山區民生東路三段135號2樓,115/06/01,121.548428,25.05796
169,03521905,公司,遠東百貨股份有限公司,臺北市信義區松仁路58號及松壽路13號,115/06/01,121.567967,25.036732
170,53546917,公司,鼎王國際餐飲股份有限公司,臺北市萬華區中華路一段150號2樓及成都路1號,115/06/01,121.508076,25.042881
171,70748521,公司,香港商赫士盟食品企業有限公司,臺北市中山區樂群三路301號5樓,115/06/01,121.559398,25.082727
172,12487549,公司,仕維生股份有限公司,臺北市中山區樂群三路301號4樓,115/06/01,121.559398,25.082727
173,53546917,公司,鼎王國際餐飲股份有限公司,臺北市大安區忠孝東路四段177號2樓,115/06/01,121.550647,25.041698
174,70748521,公司,香港商赫士盟食品企業有限公司,臺北市中山區樂群三路301號1樓,115/06/01,121.559398,25.082727
175,53658314,公司,香港商赫士盟豚王拉麵股份有限公司,臺北市萬華區漢中街52號6樓,115/06/01,121.50721,25.04393
176,53658314,公司,香港商赫士盟豚王拉麵股份有限公司,臺北市士林區天母東路50巷10弄2號1.2樓,115/06/01,121.533402,25.117628
177,53658314,公司,香港商赫士盟豚王拉麵股份有限公司,臺北市中山區樂群三路301號2樓,115/06/01,121.559398,25.082727
178,86386756,公司,茹絲葵食品企業股份有限公司,臺北市中山區樂群三路301號3樓,115/06/01,121.559398,25.082727
179,21257316,公司,太平洋崇光百貨股份有限公司,臺北市信義區忠孝東路4段505號、515號、臺北市光復南路105號地下一層~1樓,115/06/01,121.558306,25.042728
180,21257316,公司,太平洋崇光百貨股份有限公司,臺北市信義區忠孝東路4段505號1~8樓地下1~2樓,115/06/01,121.558306,25.042728
181,24535031,公司,嘉穗創意食品股份有限公司,臺北市中山區民權東路2段107號1樓,115/06/01,121.532788,25.062701
182,94003803,公司,大巨星企業有限公司,臺北市信義區忠孝東路4段515號1樓,115/06/01,121.55953,25.042314
183,53546917,公司,鼎王國際餐飲股份有限公司,臺北市中正區中華路一段55號2樓,115/06/01,121.508889,25.042733
184,53546917,公司,鼎王國際餐飲股份有限公司,臺北市信義區松壽路22號,115/06/01,121.567734,25.035564
185,90265889,公司,澎派海鮮有限公司,臺北市內湖區洲子街68號1樓,115/06/01,121.572094,25.079495
186,42826026,公司,好膳企業股份有限公司,臺北市大安區復興南路一段107巷11號,115/06/01,121.544776,25.043697
187,82813125,公司,樂膳股份有限公司,臺北市中山區敬業三路20號5樓,115/06/01,121.556698,25.083375
188,12531469,公司,觀世音企業股份有限公司,臺北市中山區民權東路二段29號1至3樓及31號2樓、3樓,115/06/01,121.529349,25.062788
189,42982519,公司,日商平岩建設股份有限公司台灣分公司,臺北市中山區雙城街25巷9號1樓、2樓  7號1樓、2樓,115/06/01,121.524956,25.066284
190,94106863,公司,昌聯有限公司,臺北市信義區忠孝東路5段68號4樓,115/06/01,121.566694,25.040648
191,83293333,公司,築間餐飲事業股份有限公司,臺北市中山區南京東路1段138號2樓,115/06/01,121.527338,25.051881
192,83293333,公司,築間餐飲事業股份有限公司,臺北市信義區忠孝東路5段695號,115/06/01,121.579994,25.042282
193,83293333,公司,築間餐飲事業股份有限公司,臺北市信義區忠孝東路4段120號2樓、2樓之1,115/06/01,121.557901,25.041134
194,83293333,公司,築間餐飲事業股份有限公司,臺北市北投區石牌路1段160號,115/06/01,121.513301,25.114332
195,83293333,公司,築間餐飲事業股份有限公司,臺北市萬華區昆明街92之1號2樓,115/06/01,121.505292,25.044968
196,83293333,公司,築間餐飲事業股份有限公司,臺北市內湖區內湖路1段318號,115/06/01,121.5697,25.081699
197,83293333,公司,築間餐飲事業股份有限公司,臺北市松山區復興南路1段1之1號,115/06/01,121.54413,25.047256
198,83293333,公司,築間餐飲事業股份有限公司,臺北市中山區松江路27號,115/06/01,121.533154,25.047241
199,83293333,公司,築間餐飲事業股份有限公司,臺北市信義區忠孝東路5段497號1樓,115/06/01,121.578422,25.041329
200,83293333,公司,築間餐飲事業股份有限公司,臺北市大安區忠孝東路4段104號2樓之1,115/06/01,121.54662,25.041361
201,83293333,公司,築間餐飲事業股份有限公司,臺北市內湖區內湖路1段320號,115/06/01,121.569761,25.081682
202,83293333,公司,築間餐飲事業股份有限公司,臺北市萬華區中華路1段88號3樓,115/06/01,121.508645,25.045013
203,83293333,公司,築間餐飲事業股份有限公司,臺北市北投區立功街21號1樓,115/06/01,121.467628,25.124666
204,83293333,公司,築間餐飲事業股份有限公司,臺北市中正區羅斯福路1段13號1、2樓,115/06/01,121.518198,25.033196
205,96814567,公司,盛枝企業有限公司,臺北市中山區南京東路1段52號1樓,115/06/01,121.524669,25.05195
206,54669140,公司,臺灣富禮納思股份有限公司,臺北市中山區南京東路2段97號1樓,115/06/01,121.532338,25.052244
207,54669140,公司,臺灣富禮納思股份有限公司,臺北市士林區忠誠路2段70巷2號1樓,115/06/01,121.530461,25.111519
208,54669140,公司,臺灣富禮納思股份有限公司,"臺北市松山區南京東路5段92號,94號,96號1樓及92,94,96號地下一樓",115/06/01,121.561572,25.051259
209,54669140,公司,臺灣富禮納思股份有限公司,臺北市大安區敦化南路2段269、271號1樓,115/06/01,121.549122,25.021996
210,54669140,公司,臺灣富禮納思股份有限公司,臺北市南港區忠孝東路7段371號B1樓,115/06/01,121.607496,25.052571
211,54669140,公司,臺灣富禮納思股份有限公司,臺北市中正區懷寧街21號1樓及2樓,115/06/01,121.514233,25.04528
212,54669140,公司,臺灣富禮納思股份有限公司,臺北市內湖區瑞光路407號1樓,115/06/01,121.571347,25.078251
213,54669140,公司,臺灣富禮納思股份有限公司,臺北市北投區振興街35號1-2樓,115/06/01,121.522408,25.117788
214,54669140,公司,臺灣富禮納思股份有限公司,臺北市中山區八德路2段306號B2,115/06/01,121.542479,25.046855
215,54669140,公司,臺灣富禮納思股份有限公司,臺北市中正區北平西路3號2樓,115/06/01,121.517058,25.047176
216,54669140,公司,臺灣富禮納思股份有限公司,臺北市南港區經貿二路131號5樓,115/06/01,121.617583,25.059345
217,96822124,公司,宇玟有限公司,臺北市內湖區內湖路1段324號,115/06/01,121.569967,25.081617
218,53953548,公司,小器生活創意股份有限公司,臺北市中正區八德路1段1號,115/06/01,121.528695,25.043704
219,53953548,公司,小器生活創意股份有限公司,臺北市大同區赤峰街27號1樓,115/06/01,121.519354,25.054105
220,13134072,公司,東京牛角股份有限公司,臺北市士林區忠誠路2段55號12樓,115/06/01,121.531437,25.11181
221,13134072,公司,東京牛角股份有限公司,臺北市士林區忠誠路2段55號12樓,115/06/01,121.531437,25.11181
222,13134072,公司,東京牛角股份有限公司,臺北市南港區忠孝東路7段369號c棟8樓,115/06/01,121.607208,25.052669
223,86384960,公司,台灣通用磨坊股份有限公司,臺北市中山區敬業三路20號5樓,115/06/01,121.556698,25.083375
224,27362244,公司,遠東都會股份有限公司,臺北市信義區松仁路58號B3,115/06/01,121.567967,25.036732
225,12463693,公司,龍都餐廳股份有限公司,臺北市內湖區舊宗路一段58號1~2樓及行善路111巷1號,115/06/02,121.580915,25.05744
226,42642408,公司,台灣藝術文創股份有限公司,臺北市松山區復興北路57號4樓之3.4.5,115/06/03,121.544229,25.050474
227,90615062,公司,元佐股份有限公司,臺北市大同區迪化街一段142號,115/06/03,121.509688,25.057509
228,85088934,公司,容易創造顧問有限公司,臺北市文山區老泉街26巷27號,115/06/04,121.567877,24.97111
229,83212114,公司,鱻棧股份有限公司,臺北市中山區復興北路282號1樓,115/06/04,121.543931,25.058785
230,80262461,公司,蒙第拿股份有限公司,臺北市松山區民生東路3段113巷9號1樓及地下室,115/06/04,121.546285,25.05857
231,84836573,公司,敦賀有限公司,臺北市松山區長安東路二段259號1-2樓,115/06/05,121.546098,25.048679
232,82809591,公司,博匠國際餐飲股份有限公司,臺北市信義區松智路17號47樓,115/06/05,121.565774,25.034434
233,28198496,公司,徠多企業有限公司,臺北市信義區忠孝東路五段524巷1弄6號1樓及B1,115/06/05,121.579751,25.04116
234,96585895,公司,食瑜餐飲有限公司,臺北市大安區永康街1號5樓,115/06/05,121.529962,25.033284
235,47083945,公司,亞果美食有限公司,臺北市大安區光復南路268、270號1樓,115/06/05,121.557233,25.029534
236,93604547,公司,月吾覓股份有限公司,臺北市松山區光復南路4號,115/06/05,121.557644,25.047808
237,27717442,公司,蔥月股份有限公司,臺北市中山區中山北路2段24-11號2樓、24-2號1、2樓、24-3號1、2樓,115/06/08,121.522358,25.053919
