機關代碼,名稱,地址,電話,成立日期
379120000J,臺北市體育總會槌球協會,臺北市萬華區長順街89巷14號3樓,2308-8215,980927
379120000J,臺北市體育總會極限運動協會,臺北市中山區中山北路二段168號10樓之2,25944204,981219
379120000J,臺北市體育總會羽球協會,臺北市信義區永吉路423號1樓,26572729,981220
379120000J,臺北市體育總會籃網球協會,臺北市中山區朱崙街20號7樓702室,27717221,981217
379120000J,臺北市體育總會帕拉林匹克協會,臺北市中山區龍江路47-1號2樓,2779 0376,981108
379120000J,臺北市體育總會幼兒體育協會,臺北市文山區辛亥路四段77巷31弄3號2樓,2230 0235,981013
379120000J,臺北市體育總會潛水協會,臺北市南港區玉成街56號1樓,26510613,981213
379120000J,臺北市木球協會,臺北市中山區吉林路128號2樓,25027059,980717
379120000J,臺北市水上救生協會,臺北市信義區松信路7號1樓,27661019,990103
379120000J,臺北市哇靠體育休閒娛樂協會,臺北市士林區通河西街二段36號6樓,911869390,990102
379120000J,臺北市體育總會卡巴迪運動協會,臺北市士林區中山北路五段811巷32號4樓,2779 0376,981108
379120000J,臺北市淨心圓養生太極拳社,臺北市信義區基隆路一段400號3樓,86605813,981212
379120000J,臺北市體育總會養生運動協會,新北市三重區中央北路27巷18號4樓之1,25179834,981205
379120000J,臺北市舞蹈技藝推廣協會,臺北市大安區忠孝東路四段166號11樓之3,87714800,981213
379120000J,臺北市體育總會高爾夫協會,臺北市中山區長安東路二段169-6號12樓之2,29205300,981222
379120000J,臺北市出去玩戶外生活分享協會,臺北市松山區光復南路32巷25號,2381*8700 分機5124,981205
379120000J,臺北市體育總會慢速壘球協會,臺北市信義區莊敬路325巷43號B2樓,2723-3374,990117
379120000J,臺北市體育總會漆彈運動協會,臺北市中山區朱崙街20號6樓605室,02-87711455、02-2740-9928,981226
379120000J,臺北市經典佛舞藝術學會,新北市新北市淡水區興福寮88巷180號11樓,978332838,981029
379120000J,臺北市街舞運動協會,臺北市大安區延吉街153-2號B1樓,937027911,981219
379120000J,臺北市東區水上救生協會,臺北市內湖區成功路二段314號,0920504766(會長),981226
379120000J,臺北市體育總會舉重協會,臺北市中正區忠孝東路二段134巷3號,87913657,990109
379120000J,臺北市體育總會啦啦隊協會,臺北市北投區文林北路50號1樓,27238161-2,990109
379120000J,臺北市體育總會運動舞蹈協會,臺北市中山區四平街20號3樓,25113366,981024
379120000J,臺北市體育總會馬術協會,臺北市中山區新生北路二段41巷4號,25239428,980829
379120000J,臺北市體育總會摔角協會,臺北市北投區光明路188-4號4樓,0933-765630,990207
379120000J,臺北市體育總會手球協會,臺北市內湖區東湖路122號3樓之1,932209835,980926
379120000J,臺北市體育總會足球協會,臺北市大同區錦西街74-1號,77364842,990127
379120000J,臺北市業餘高爾夫協會,臺北市內湖區大湖山莊街168巷30號3樓,955566666,990219
379120000J,臺北市體育總會田徑協會,臺北市內湖區內湖路一段1巷9弄66號2樓,2711 2317,990109
379120000J,中華台北羽球協會,臺北市松山區八德路三段107號3樓,932306508,990304
379120000J,臺北市體育總會籃球協會,臺北市信義區信義路五段111號9樓之3,02-2758-8519,990101
379120000J,臺北市體育總會拳擊協會,臺北市南港區南港路三段149巷49弄3號3樓,2783-0707,990116
379120000J,臺北市體育總會壘球協會,臺北市士林區延平北路七段133號1樓,2813 6801,990122
379120000J,臺北市體育總會軟式棒球協會,臺北市松山區三民路113巷16號7樓,987612052,990117
379120000J,臺北市體育總會游泳協會,臺北市信義區信義路六段76巷2弄103號2樓,27260158,981111
379120000J,臺北市體育總會體操協會,臺北市中山區中山北路二段27巷17號B1樓,8771-8581,981226
379120000J,臺北市體育總會居合道協會,臺北市大安區和平東路二段265巷13號3樓之1,86743106,990123
379120000J,臺北市體育總會馬拉松協會,臺北市信義區大道路58巷10號4樓,920951541,981024
379120000J,臺北市南港愛心志工救生會,臺北市南港區成福路105號1樓,26515262,990307
379120000J,臺北市體育總會催眠協會,臺北市中山區朱崙街20號6樓605室,87711455,981226
379120000J,臺北市體育總會飛盤協會,臺北市信義區忠孝東路五段236巷3弄35號,23323112,981031
379120000J,臺北市體育總會跆拳道協會,臺北市大安區復興南路二段291號6樓之2,2701 2000、2370 2300,990307
379120000J,臺北市體育總會山岳協會,臺北市內湖區新明路413巷1弄4號,27910798,990228
379120000J,臺北市體育總會民俗體育運動協會,臺北市信義區松仁路226號,26323477*21,990118
379120000J,臺北市體育總會聽障運動協會,新北市八里區中華路2段280號,2597 4352分機100(中華民國聽障,990418
379120000J,臺北市楊家老架太亟武藝協會,臺北市中正區館前路34號12樓,24622192*2212,990417
379120000J,臺北市體育總會木球協會,臺北市中山區吉林路128號2樓,25027059,990306
379120000J,臺北市體育總會國術協會,臺北市松山區八德路三段120號11樓,25793100,990514
379120000J,臺北市體育總會太極棒運動氣功協會,臺北市中山區新生北路三段7號3樓,25856018~9,990424
379120000J,台北市槌球聯合會,臺北市松山區南京東路五段251巷24弄20號5樓,27638760,990602
379120000J,臺北市體育總會鐵人三項協會,臺北市中正區金山南路一段121號3樓,23619132轉524,990508
379120000J,臺北市身心障礙羽球運動協會,臺北市松山區八德路四段755號6樓之2,23451333,990522
379120000J,臺北市體育總會軟式網球協會,臺北市大安區敦化南路一段283-9號之3,910310439,990530
379120000J,臺北市體育總會合球協會,臺北市文山區育英街2巷6號4樓,933845238,990501
379120000J,臺北市南湖體育協進會,臺北市內湖區康寧路三段220號,26308889分機305,990604
379120000J,臺北市體育總會射擊協會,臺北市文山區木柵路一段198號,27012000,990523
379120000J,臺北市女子運動協會,臺北市北投區文林北路222號1樓,2871-8288 分機1103,990522
379120000J,臺北市體育總會躲避球協會,臺北市內湖區內湖路二段41號,912409722,990208
379120000J,臺北市律動舞蹈推廣協會,臺北市松山區三民路136巷38號2樓,918529254,990814
379120000J,臺北市體育總會地面高爾夫協會,臺北市北投區石牌路一段15號1樓,977361800,990525
379120000J,臺北市體育總會滑冰協會,臺北市中山區朱崙街20號5樓之501,2778-6406,981111
379120000J,臺北市水域遊憩活動發展協會,臺北市北投區承德路七段227號,27944287,990905
379120000J,臺北市華佗五禽之戲養身運動協會,臺北市內湖區康樂街61巷79弄3號1樓,2631-6538,991121
379120000J,臺北市綜合運動舞蹈推廣協會,臺北市中正區泉州街37號2樓,975201263,991120
379120000J,臺北市體育總會角力協會,臺北市大安區大安路一段176巷16號1樓,23450111,981017
379120000J,臺北市體育總會射箭協會,臺北市文山區興隆路三段115巷1號,22309585轉122,991229
379120000J,台北市明道棒球推廣協進會,臺北市文山區木新路三段105號1樓,29392358,991216
379120000J,台北市大龍峒路跑協會,臺北市大同區大龍街215巷9號,25970735,991226
379120000J,臺北市體育總會定向越野協會,臺北市中山區中原街72號,2243-0917 0912-086-775,991230
379120000J,臺北市體育總會唐手道協會,臺北市南港區玉成街176巷15號2樓,27081233,991218
379120000J,臺北市體育總會壁球協會,臺北市北投區石牌路一段166巷43弄7-1號3樓,2832-2379,991128
379120000J,臺北市體育總會橄欖球協會,臺北市中山區長安東路二段17號1樓,25371959,1000122
379120000J,臺北市體育總會正統香功協會,臺北市文山區和平東路四段105巷2弄17號地下室,22391912,1000115
379120000J,臺北市兒童高爾夫發展協會,臺北市北投區榮華一路1-9號地下1樓,27926105,1000213
379120000J,臺北市體育總會飛鏢協會,臺北市南港區松河街384號5樓,77187758,1000130
379120000J,臺北市體育總會舞龍舞獅運動協會,臺北市信義區松隆路121-1號1樓,27659410,1000327
379120000J,臺北市體育總會圍棋協會,臺北市中正區臨沂街33巷14號3樓,23693025,1000110
379120000J,臺北市有緣鄭子太極拳協會,臺北市信義區東興路63-1號5樓,910137839,1000521
379120000J,臺北市體育總會柔術協會,臺北市信義區永吉路77號11樓,29952720,990620
379120000J,臺北市體育總會拔河協會,臺北市中山區朱崙街20號708室,87711436,1000716
379120000J,台北市水中運動協會,臺北市內湖區康樂街61巷15弄12號1樓,0936-083-525,1000828
379120000J,臺北市福德航空模型運動協會,新北市汐止區大同路3段615號11樓之4,26625990 分機39,1000903
379120000J,臺北市幼兒足球協會,臺北市大安區安和路一段76號1樓,26627397,1001001
379120000J,台北市社教象棋協會,臺北市松山區八德路三段12巷16弄1號2樓,25791807,1000930
379120000J,臺北市體育總會西洋棋協會,臺北市中山區朱崙街20號708室,87711436,1000926
379120000J,台北市成功大聯盟軟式棒球協會,臺北市中山區中山北路一段53巷26號2樓之3,989450087,1001112
379120000J,臺北市合氣太極養生協會,臺北市士林區基河路132號6樓之2,88612318,1010101
379120000J,台北市華佗五禽之戲太極拳協會,臺北市內湖區內湖路一段737巷100號7樓,26571283,1010226
379120000J,臺北市都會樂活足球協會,臺北市大安區和平東路三段63號5樓之2,02-22062206,1010228
379120000J,臺北市青年公園游泳會,臺北市中正區西藏路37號8樓,23034462,1010422
379120000J,臺北市體育總會巧固球協會,臺北市信義區松山路225巷48號,27641314*621,991016
379120000J,臺北市運動之王舞蹈協會,臺北市大安區忠孝東路四段112號8樓之6,27521763,1010526
379120000J,臺北市體育教育交流協會,臺北市松山區南京東路四段10號,2570-2330轉631,1010608
379120000J,臺北市運動賽會管理協會,臺北市中正區忠孝東路二段88號6樓603室,2822-4682分機250,1010630
379120000J,臺北市黃金歲月體育協會,臺北市中山區長春路78號9樓之7,2.69616E+15,1010722
379120000J,臺北市體育總會舞龍舞獅協會,臺北市信義區祟德街155號1樓,2733 3004,1010609
379120000J,台北市海上救生協會,臺北市南港區南港路三段117號,23588337 27866613,1010610
379120000J,臺北市達摩春生健身協會,臺北市文山區羅斯福路五段195號5樓之1,935930088,1011223
379120000J,台灣東西方舞蹈融合技能推廣協會,臺北市松山區南京東路四段164號3樓,2715-0566,1011223
379120000J,臺北市體育總會甩手協會,臺北市中山區朱崙街20號10樓1006室,918498775,1020307
379120000J,臺北市游泳協會,臺北市信義區松信路7號,2766-1019,1020303
379120000J,臺北市體育總會滑輪溜冰協會,臺北市中山區長安東路二段112號2樓之1,2504-8230,990326
379120000J,台北市美式重型機車協會,臺北市士林區天母西路13巷9號2樓之3,28733979,1020531
379120000J,台北市身心障礙運動協會,臺北市中山區民權東路二段3號9樓,2.59127E+17,1020609
379120000J,臺北市輪椅運動協會,臺北市松山區八德路四段755號6樓之2,23451333 29734567,1020526
379120000J,臺北市體育總會板球協會,臺北市士林區天玉街38巷12號9樓之1,933735447,1020801
379120000J,臺北水上芭蕾推廣協會,臺北市文山區萬安街16巷6號1樓之2,29398116,1020908
379120000J,臺北市天母足球協會,臺北市士林區德行東路190巷31弄8號5樓,28751369*715,1020908
379120000J,臺北市足球推廣協會,臺北市北投區承德路七段344巷11號2樓,928097088,1020914
379120000J,臺北市高智爾運動協會,臺北市大安區復興南路一段137號12樓之7,0939796209 0952906962,1020817
379120000J,臺北市體育總會東方舞競技協會,臺北市中山區朱崙街20號906室,23930259,1021026
379120000J,台北市北旅健行登山社,臺北市萬華區長沙街二段158號2樓,23381423,1021018
379120000J,臺北市冰上運動協會,臺北市北投區致遠一路一段47巷6號3樓,02-2547-4330,1021201
379120000J,台北市陳家太極武術協會,臺北市文山區樟新街20號4樓,910032082,1030104
379120000J,臺北市體育總會標準舞蹈協會,臺北市信義區虎林街119巷23號2樓之1,2765-0854,1030105
379120000J,臺北市體育總會國標舞協會,臺北市大同區南京西路76號7樓之4,25582625,1030120
379120000J,臺北市體育總會橋藝協會,臺北市大安區忠孝東路三段217巷7弄31號地下室,27714493、87735797,1030216
379120000J,台北市射箭多元發展協會,臺北市內湖區文德路22巷3號1樓,26570029,1030228
379120000J,臺北市體育總會排球協會,臺北市中正區中華路二段307巷17號,23323822,1030301
379120000J,臺北市常青田徑協會,臺北市松山區三民路62巷1號2樓之1,27012000,1030315
379120000J,臺北市體育總會毽球協會,臺北市中山區新生北路三段43號9樓之15,988060903,1030322
379120000J,中華台北高智爾球運動發展協會,臺北市信義區永吉路200巷81弄1號2樓,27677249,1030329
379120000J,台北市青年運動協會,臺北市北投區杏林二路64-40號1樓,2893-1713,1030419
379120000J,臺北市女子足球協會,臺北市中山區松江路43號9樓之1,22838891,1030412
379120000J,臺北市體育總會東洋舞蹈協會,臺北市中山區中山北路二段89號9樓之3,2562-5135,1030415
379120000J,臺北市巨人橄欖球協會,臺北市內湖區內湖路一段737巷33弄14號,23628567,1030503
379120000J,臺北市體育總會健力協會,臺北市士林區中正路407號1樓,913299211,1030524
379120000J,台北市全民體育運動舞蹈協會,臺北市松山區塔悠路87號5樓之3,27481219,1030608
379120000J,臺北市文山棒球推廣協會,臺北市文山區萬美街二段82號5樓之2,29386285,1030628
379120000J,臺北市跆拳道運動競技協會,臺北市文山區木新路三段330號2樓,23954485,1030510
379120000J,臺北市社會籃球發展協會,臺北市中山區八德路二段245號12樓之1,25099089,1031018
379120000J,臺北市星辰運動文化推廣協會,臺北市中山區中山北路二段46號8樓之6,23957575,1040104
379120000J,臺北市體育總會瑜珈協會,臺北市內湖區金豐街62號8樓,23759900,1040304
379120000J,臺北市體育總會輕艇協會,臺北市內湖區康樂街111巷22號,28718288 轉6905,1031220
379120000J,臺北市體育總會滑雪滑草協會,臺北市中山區朱崙街20號6樓606室,87711454,1031230
379120000J,臺北市體育總會泰拳協會,臺北市大安區延吉街235巷1號,27029524,1031209
379120000J,臺北市體育總會帆船協會,臺北市大安區延吉街106號2樓,27818979 分機307,1040324
379120000J,台北市順緣太極拳協會,臺北市士林區中山北路五段807號4樓,28312967,1040419
379120000J,臺北市體育總會划船協會,臺北市大同區昌吉街118號1樓,26272762,1040326
379120000J,臺北市運動推廣協會,臺北市內湖區南京東路六段350-8號2樓之8,910007903,1040525
379120000J,臺北市體育總會樂樂棒球協會,臺北市大安區建國南路二段11巷39號1樓,02-2703-1428,1040718
379120000J,臺北市棋牌協會,臺北市中正區羅斯福路二段91號4樓之1,23656585,1040628
379120000J,台北市台灣釣友之星協會,臺北市士林區大西路4號2樓,2883-2478,1040815
379120000J,臺北市劉福寶馬重機協會,臺北市萬華區中華路二段12號1樓,2312-2326~7,1040920
379120000J,臺北市蝴蝶舞蹈協會,臺北市大同區重慶北路三段137巷50號1樓,25591262,1040922
379120000J,台北市易簡太極拳推手青年協會,臺北市萬華區中華路二段2巷299號5樓之18,25811370,1041031
379120000J,臺北市國際足球聯合協會,臺北市大安區光復南路438號9樓,87711109,1041008
379120000J,臺北市天母網球協會,新北市三重區重新路3段16號2樓,2974 0815,1041225
379120000J,台北市單車協會,臺北市中正區汀州路三段165號5樓,988921291,1050213
379120000J,臺北市滑水協會,新北市淡水區民族路31巷32號21樓,27035660,1050301
379120000J,臺北市體育總會療癒瑜伽協會,臺北市萬華區永福街75巷4號1樓,23930259,1050319
379120000J,臺北市內湖鐵人三項運動協會,臺北市內湖區成功路三段89號1樓,26580268,1050310
379120000J,臺北市極限運動協會,臺北市中正區中山北路一段2號11樓之11,22487292,1050517
379120000J,臺北市原住民族體育與文化發展協會,臺北市大安區和平東路三段606巷42號,919374928,1050521
379120000J,臺北市立暘射擊協會,臺北市北投區中央北路二段275號1樓,2897 5759,1050625
379120000J,臺北市石牌圍棋運動發展協會,臺北市北投區石牌路一段158號2樓,28218908,1050715
379120000J,臺北市閃霓運動舞蹈協會,臺北市大同區長安西路78巷3弄1號2樓,2541 3343,1050721
379120000J,臺北市體育總會跆拳道運動協會,臺北市中正區福州街11-2號4樓,29350527,1050705
379120000J,社團法人臺北市西洋棋協會,臺北市大安區復興南路二段151巷8號2樓之2,27095111,1050716
379120000J,臺北市體育總會射擊運動協會,臺北市中山區松江路158號11樓,87727878,1050705
379120000J,臺北市宜佳珠寶愛羽協會,臺北市文山區景中街23號1樓,29172855,1051106
379120000J,臺北市象棋協會,臺北市信義區松勤街8號1樓,912826776,1060108
379120000J,臺北市民生桌球協會,臺北市內湖區大湖山莊街176巷18號13樓之6,27189949,1051218
379120000J,臺北市體育總會象棋協會,臺北市大安區羅斯福路二段91號4樓之1,23656585,1060219
379120000J,臺北市射擊發展協會,臺北市中山區林森北路85巷62-1號,2509 9089,1060203
379120000J,台北市兩岸撞球交流協會,臺北市北投區尊賢街226號B1樓,28276872,1060331
379120000J,臺北市青少年體育推展協會,臺北市大安區忠孝東路四段299號6樓,87713208,1060423
379120000J,臺北市福泰排球運動發展協會,臺北市松山區長春路343號B1樓,952733248,1060521
379120000J,台北市高智爾球大聯盟協會,臺北市北投區中央北路二段52號4樓,939524141,1060422
379120000J,臺北市綜合格鬥協會,臺北市松山區民生東路五段41號5樓之1,23702300,1060721
379120000J,台北市原住民族體育運動協會,臺北市士林區延平北路七段63巷12弄14號1樓,2517 3785,1060705
379120000J,臺北市體育總會滑輪板協會,臺北市文山區羅斯福路六段39巷48號9樓,2215-1568,1061129
379120000J,臺北市太極拳協會,臺北市文山區汀州路四段255號12樓,02-86635951,1051104
379120000J,臺北市六六健康體育協會,臺北市信義區信義路六段18號1樓,27261031,1060806
379120000J,台北市運動家精神發展協會,臺北市大安區復興南路一段126巷-1號地樓之96,25788800,1070110
379120000J,臺北市體育總會健身氣功協會,臺北市南港區興中路26號2樓,916310689,1070425
379120000J,臺北市龍舟協會,臺北市士林區延平北路七段63巷12弄14號,02-2810-1410,1070319
379120000J,台北市政治大學雄鷹會,臺北市文山區指南路二段64號體育室,,1070616
379120000J,臺北市麻將棋牌休閒協會,臺北市萬華區環河南路一段23號10樓之10,931549439,1070624
379120000J,台北市啦啦隊協會,臺北市萬華區西寧南路259號1樓,223880836,1070802
379120000J,臺北教育文化體育交流協會,臺北市中正區忠孝東路二段134巷3號1樓,23921693,1070831
379120000J,臺北市文山休閒運動推廣協會,臺北市文山區新光路一段1號1樓,29397206,1070819
379120000J,臺北市原住民族體能運動暨多元文化發展協會,臺北市文山區萬美街二段2巷3號4樓之5,911831276,1070429
379120000J,台北市環球金華羽球協會,臺北市大同區長安西路82號5樓,02-25588518,1071028
379120000J,台北市妙吉祥高智爾運動協會,臺北市文山區萬隆街13巷6號2樓,912363589,1071030
379120000J,臺北市冰壺協會,臺北市北投區致遠一路一段47巷6號3樓,911386916,1071021
379120000J,臺北市熊氏太極拳協會,臺北市士林區雨聲街53巷6號7樓,02-2835-7073,1071118
379120000J,台北市身障體育發展協會(原台北市視障體育發展協會),臺北市中山區民權東路二段3號9樓,2591 2695,1071211
379120000J,台北市皇家德州撲克競技協會,臺北市內湖區康寧路三段99巷12弄7號5樓,25231522,1080106
379120000J,臺北市南港中老年人槌球協會,臺北市南港區南港路一段155號,27834669,1080106
379120000J,臺北市臺灣石虎足球協會,臺北市文山區景興路222號9樓之4,2935-2855,1080123
379120000J,臺北市足球運動協會,臺北市信義區吳興街156巷29弄4號1樓,02-2703 8766,1080303
379120000J,臺北市武舞協會,臺北市大同區迪化街一段209巷15號2樓,25981515,1080427
379120000J,臺北市麻將運動協會,臺北市萬華區西寧南路63號3樓之1,958913577,1080513
379120000J,臺北市體育麻將協會,臺北市萬華區漢口街二段54號5樓之14,909454191,1080505
379120000J,臺北市擊劍推廣交流協會,臺北市萬華區漢口街二段96號5樓,23883828,1080505
379120000J,台北市大龍峒健康樂跑協會,臺北市大同區承德路三段300號3樓,25994771,1080714
379120000J,臺北市電子競技運動協會,臺北市大同區重慶北路三段327號,28927154*8738鄭S,1080919
379120000J,臺北市健康常青麻將棋牌協會,臺北市萬華區中華路一段196號1樓,900180348,1081102
379120000J,臺北市體育總會沙灘角力協會,臺北市萬華區東園街154巷13號1樓,919992366,1081207
379120000J,臺北市匹克球協會,臺北市北投區北投路二段13號4樓,28952365,1090112
379120000J,台北市梅花大槍兵器協會,臺北市士林區大東路15-42號,28832555,1090105
379120000J,臺北廣益橋藝公益推廣協會,臺北市萬華區東園街28巷25號B1樓,2303 2808,1090325
379120000J,臺北市地板滾球協會,臺北市士林區芝玉路一段222號4樓,28385488,1090418
379120000J,臺北市昆明麻將棋牌休閒協會,臺北市文山區景豐街48巷11弄102-1號,2371-9353,1090412
379120000J,臺北市單車運動協會,臺北市內湖區內湖路三段37號1樓,2729-7708轉6015,1080929
379120000J,台北市棒壘球協會,臺北市士林區福志路14巷7弄10號3樓,25178747,1090620
379120000J,臺北市世界格鬥武術協會,臺北市中正區杭州南路一段10號B1樓,23222699,1090524
379120000J,臺北市帕拉林匹克競技運動協會,臺北市信義區福德街268巷26弄13號1樓,911862788,1090709
379120000J,臺北市台灣貝比魯斯棒球協會,臺北市內湖區行善路25巷1弄13號1樓,87903315,1090901
379120000J,臺北市奧羅國際民俗舞蹈協會,臺北市萬華區中華路二段416巷1號6樓,23047472,1090920
379120000J,臺北遠東撲克發展公益協會,臺北市萬華區西寧南路36號3樓之63等,953255955,1090820
379120000J,臺北市定向越野協會,臺北市內湖區文湖街21巷68弄66號,87711444,1090930
379120000J,台北市野球虎社區棒球協會,臺北市中山區遼寧街76巷9號3樓,918264301,1091119
379120000J,臺北市軒德太極武藝發展協會,臺北市信義區嘉興街175巷2弄16號1樓,910307137,1091005
379120000J,臺北市大台北業餘網球協會,臺北市內湖區內湖路二段54號3樓,920312906,1091129
379120000J,台北市愛光運動發展協會,臺北市萬華區康定路20號9樓之6,922663885,1060520
379120000J,臺北市東園球類運動推廣協會,臺北市大安區臥龍街276號1樓,2795-4205,1091121
379120000J,臺北市金氏大禮拜行腳協會,臺北市中山區復興北路62號9樓,27518559,1091125
379120000J,臺北市體育總會街舞協會,臺北市大安區和平東路三段280號2樓之1,27332536,1091226
379120000J,臺北市基層棒球發展協會,臺北市文山區景仁街77巷1弄4號1樓,29301911,1100320
379120000J,臺北市健美健身運動協會,臺北市萬華區貴陽街二段200號1樓,25770921,1100313
379120000J,台北市相撲協會,臺北市中山區民族東路258號3樓,2776 6253,1100426
379120000J,臺北市女子棒球協會,臺北市內湖區內湖路一段737巷41弄12號2樓,28718288轉7607,1100919
379120000J,臺北市忍者障礙賽協會,臺北市萬華區中華路二段602號5樓之2,87711444,1100926
379120000J,臺北市長洪武術武學總會,臺北市士林區中山北路七段51巷13號1樓,28345550,1101024
379120000J,臺北市首都太極拳協會,臺北市萬華區南寧路31號6樓,2308 0088,1101107
379120000J,臺北市台日足球發展促進會,臺北市中山區明水路551號,25957110,1101107
379120000J,臺北市柔毅如適運動協會,臺北市中山區民權東路三段46號2樓之1,25077607,1101205
379120000J,臺北市原住民族槌球發展協會,臺北市內湖區江南街71巷16弄27號3樓,26956102,1100919
379120000J,臺北市水球協會,臺北市大安區延吉街174號4樓,,1101130
379120000J,臺北市客家獅技藝協會,臺北市北投區公館路145巷2弄6號1樓,28981180,1101120
379120000J,臺北市龍獅運動協會,臺北市北投區中和街292巷20弄4號1樓,28981180,1110409
379120000J,臺北市足球發展協會,臺北市大同區長安西路150號14樓,02-2598-6484,1110826
379120000J,臺北市社區棒球推廣協會,臺北市中山區大直街52巷11號5樓,,1110510
379120000J,臺北市橄欖球協會,臺北市松山區南京東路四段45號3樓,,1111002
379120000J,台北市霹靂舞協會,臺北市大同區南京西路66號之B2,,1111022
379120000J,臺北市愛舞社土風舞暨國際民俗舞蹈協會,臺北市文山區秀明路一段94號3樓,29393028,1120102
379120000J,臺北市文山長青太極拳協會,臺北市文山區福興路82巷6弄9號9樓,933910166,1120110
379120000J,臺北市體育快慢速壘球國際發展協會,臺北市內湖區星雲街15巷11號,02-66171116*9,1120406
379120000J,台北市台灣龍獅藝陣協會,臺北市松山區南京東路五段356號8樓之2,022733-3004,1120413
379120000J,台北市基層健力推廣協會,臺北市北投區大同街137號1樓,913299211,1120708
379120000J,臺北市大大小小健康促進協會,臺北市南港區研究院路二段182巷79弄11號2樓,,1120619
379120000J,臺北市棒壘球運動發展協會,臺北市萬華區德昌街259號,23021124,1120804
379120000J,台北市競技舞蹈藝術協會,臺北市中山區復興北路48號5樓,225218039,1121206
379120000J,臺北市瘋騎雲泳運動生活協會,臺北市松山區八德路四段312號9樓之4,928292182,1121223
379120000J,臺北市馬術發展協會,臺北市萬華區和平西路三段101號,,1130320
379120000J,臺北市韻律體操聯合發展協會,臺北市松山區敦化北路207號9樓之2,928097939,1130401
379120000J,台北市攀岩協會,臺北市士林區天母北路4巷19號,921832273,1130429
379120000J,台北市運動科學推廣協會,臺北市北投區杏林二路64-4號1樓,,1130521
379120000J,台北市伍聯足球發展協會,臺北市南港區重陽路423巷1弄11號,,1130701
379120000J,台北市探索撲克競技協會,臺北市大安區金華街227號,臺北市大安區金華街227號,1130813
379120000J,臺北市頂峰國際德州撲克競技推廣協會,臺北市內湖區成功路三段161號1樓,27972960,1130711
379120000J,台北市舞蹈推廣交流協會,臺北市大安區光復南路108巷5號3樓,,1130909
379120000J,臺北市無限德州撲克競技協會,臺北市中正區廈門街40號3樓,02-2882 6089,1130924
379120000J,臺北市虛擬運動協會,臺北市內湖區康樂街111巷22號7樓,921783237,1140220
379120000J,臺北市驅動健康與體適能協會,臺北市信義區忠孝東路五段625號1樓,,1140414
379120000J,台北市時中太極拳學社,新北市永和區豫溪街57巷10弄8號,29212573,1140219
379120000J,台北市3520自行車協會,臺北市信義區永吉路321巷10號1樓,27665393,1140515
379120000J,台北市第一國際同濟會,臺北市中山區林森北路100號8樓之9,02-29131172,570601
379120000J,台北市建國國際同濟會,臺北市萬華區西園路二段364號7樓,932525341,741108
379120000J,台北市遠東國際同濟會,臺北市中正區重慶南路一段121號6樓之5,26893737,800725
379120000J,台北市華英國際同濟會,臺北市松山區南京東路四段77號12樓之1,2508-2374,820816
379120000J,台北市忠孝國際同濟會,臺北市大同區迪化街二段254號6樓之1,26755029,831223
379120000J,台北市耕華國際同濟會,臺北市中山區長安東路二段106號6樓之6,2531-2081,850618
379120000J,台北市南港國際同濟會,臺北市南港區重陽路382號2樓,22763778,870319
379120000J,台北市陽明山國際同濟會,臺北市萬華區德昌街261巷18號1樓,921689850,891208
379120000J,台北市內湖國際同濟會,臺北市南港區昆陽街60巷3號1樓,987264788,901028
379120000J,台北市萬華國際同濟會,臺北市萬華區青年路30巷10-1號,23090713,901222
379120000J,台北市樞石國際同濟會,臺北市中山區民權西路79號4樓之9,37622888,920130
379120000J,台北市寶賀國際同濟會,臺北市大安區延吉街131巷10號3樓,0931-206-989,870927
379120000J,台北市福華國際同濟會,臺北市內湖區內湖路二段54-4號,29100295,940821
379120000J,台北市新北投國際同濟會,臺北市北投區光明路68號3樓之10,28941123,960127
379120000J,台北市金駝國際同濟會,臺北市大安區和平東路三段280號2樓之1,27331648,960115
379120000J,台北市北市區國際同濟會,臺北市大同區赤峰街41巷1號1樓,2303-0064,990609
379120000J,台北市警消國際同濟會,臺北市信義區吳興街361巷23弄8號2樓,958665787,991207
379120000J,台北市遠欣國際同濟會,臺北市中山區民生東路二段155號3樓,25189929,1010102
379120000J,台北市祥鶴國際同濟會,臺北市大同區太原路73號10樓,2552-3868,1010113
379120000J,台北市和欣國際同濟會,臺北市中正區林森南路142號3樓,0933-802-768,1030930
379120000J,臺北市精峰國際同濟會,臺北市大安區和平東路三段280號2樓之1,27334271分機28,1050516
379120000J,台北市世貿國際同濟會,臺北市信義區忠孝東路五段372巷27弄67-2號1樓,87898020,1051015
379120000J,台北市曼琳國際同濟會,臺北市中山區民權西路20號3樓之8,,1070426
379120000J,台北市亮亮國際同濟會,臺北市大安區忠孝東路四段169號12樓之1,03-5455065,1070815
379120000J,台北市永旭國際同濟會,臺北市信義區吳興街361巷23弄8號2樓,,1071119
379120000J,台北市蘭馨國際同濟會,臺北市信義區吳興街361巷23弄8號2樓,905969966,1080114
379120000J,台北市北電國際同濟會,臺北市信義區吳興街361巷23弄8號2樓,912823333,1080615
379120000J,台北市輪飛揚國際同濟會,臺北市信義區吳興街361巷23弄8號2樓,930924197,1080731
379120000J,台北市長鈞國際同濟會,臺北市萬華區寶興街68巷16號5樓,939557597,1080510
379120000J,台北市惜恩國際同濟會,臺北市中山區林森北路520號2樓之1,,1090731
