年度,被申訴人,申訴人,協商日,爭議內容
109,樂購蝦皮股份有限公司,陳○○,1090108,網路購物消費爭議
109,ifocus,劉○○,1090108,網路購物消費爭議
109,雅虎賣家帳號：Y8477498281(汪星人寵物屋),林○○,1090108,網購履約爭議
109,APE STUDIO維修中心忠孝門市,蔡○○,1090107,手機維修爭議
109,艾莉芳療 SPA,張○○,1090106,美容課程退費消費爭議
109,輕適能運動顧問股份有限公司時光健康實業股份有限公司,魏○○,1090106,運動課程退費消費爭議
109,富胖達股份有限公司,張○,1090103,美食外送平台退費爭議
109,智擎數位科技股份有限公司,陳○○,1090103,網際網路教學終止契約爭議
109,冠錡國際實業有限公司,蔡○○,1090103,中古車買賣消費爭議
109,康主佑(房東),徐○○,1090103,房屋租賃消費爭議
109,土耳其商土耳其航空股份有限公司,張○○,1090102,國外旅遊消費爭議
109,富邦媒體科技股份有限公司,李○○,1090102,網路購物消費爭議
