NAME,COMNUM,ADDR,OWNER,ADDR_X,ADDR_Y
展新綠能股份有限公司,北市水證甲字第003084號,承德路四段198號3樓,陳坤光,302658,2775579
和睦建設股份有限公司,北市水證乙字第000182號,龍江路149巷13號1樓,杜承龍,304633.803,2771865.72
泰發水電行,北市水證丙字第000193號,南京東路2段174號11樓,林顏瓊鶯,303972.345,2771624.999
盈泉水電工程股份有限公司,北市水證甲字第000111號,南京東路2段174號11樓,林美蘭,303972.345,2771624.999
永昶水電工程有限公司,北市水證甲字第003082號,基隆路1 段143號11樓之3,簡文程,307096,2770655
詮誠工程有限公司,北市水證甲字第002333號,松江路77巷8之1號1樓,莊閎智,303877.524,2771385.007
新壽公寓大廈管理維護股份有限公司,北市水證乙字第000163號,忠孝西路一段66號18樓,吳昕達,303852.333,2771668.627
華邦機電有限公司,北市水證甲字第003086號,民權東路3段191巷111號1樓,高名萱,304965,2773128
漢欣工程股份有限公司,北市水證甲字第001250號,松江路317號11樓,張曜宗,303816.141,2772744.892
元新電股份有限公司,北市水證甲字第002239號,復興北路38號12樓,許新漢,304865.034,2771343.411
勝岳營造有限公司,北市水證甲字第003090號,和平西路3段57-1號2樓,劉珈瑜,300685,2769786
良盛空調水電工程股份有限公司,北市水證甲字第001941號,南京東路2段8號9樓之1,呂欽榮,303311.656,2771629.052
大嘉企業有限公司,北市水證甲字第002689號,新生北路2段127巷22號,陳洛麟,303320.152,2772659.324
合水先進環境技術股份有限公司,北市水證甲字第003194號,信義路五段2號4樓,潘書鴻,306500,2769530
東元電機股份有限公司,北市水證甲字第002221號,三重路19-9號5樓,利明献,303763.984,2771937.096
壯為工程股份有限公司,北市水證甲字第002995號,松江路42號10樓,張大為,303754,2771170.826
碧城興業股份有限公司,北市水證甲字第002993號,松江路42號10樓,劉碧鑾,303754,2771170.826
崇友實業股份有限公司,北市水證甲字第000961號,南京東路2段88號13樓,唐伯龍,303580.869,2771615.839
信億水電工程有限公司,北市水證甲字第003144號,新生北路三段19巷52號1樓,王培忠,303472.769,2772960.977
駿明工程企業有限公司,北市水證甲字第002860號,中山北路二段65巷2弄19號1樓,朱啟財,302608.141,2772518.517
華助工程股份有限公司,北市水證甲字第000972號,南京東路2段96號8樓,周國光,303606.039,2771627.291
宇強水電工程有限公司,北市水證甲字第002931號,松江路330巷57號1樓,蕭仲傑,303582.458,2772665.271
遠碩機電工程股份有限公司,北市水證甲字第002866號,八德路3段36號14樓,黃定祥,303741.44,2768771.504
良霖工程股份有限公司,北市水證乙字第000148號,信義路3段106號12樓之1,黃珮茹,304322.324,2769571.763
峰技室內裝修股份有限公司,北市水證甲字第002109號,吳興街600巷118號,陳景通,304878.48,2769287.173
冠得水電工程有限公司,北市水證甲字第002382號,基隆路二段136號6樓之2,李忠霖,306191.093,2769920.787
志誠電氣工程行,北市水證乙字第001010號,民權西路20號12樓之6,江慈惠,303369.104,2769518.994
俊佳工程股份有限公司,北市水證甲字第000898號,溫州街47之1號,黃玉聰,303808.353,2768269.056
大鋒水電工程股份有限公司,北市水證甲字第002999號,敦化南路2段319號13樓,郭鵬霄,303814.749,2770539.782
久年營造股份有限公司,北市水證甲字第002932號,敦化南路2段319號13樓,郭鵬霄,303814.749,2770539.782
金展空調股份有限公司,北市水證甲字第002204號,信義路3段41號2樓,周添財,303978.812,2769622.969
裕豐建設有限公司,北市水證甲字第002443號,松江路69巷9號1樓,范保達,305966.181,2769541.723
潤新工程有限公司,北市水證甲字第002637號,建國南路2段37號2樓,方文郎,304308.264,2769446.42
龍璟企業有限公司,北市水證甲字第002104號,基隆路2段166號4樓之3,鄭永慶,303114.128,2768982.73
信品工程有限公司,北市水證甲字第003167號,忠孝東路五段372巷27弄23號,李添福,307999,2770307
天應企業股份有限公司,北市水證甲字第002332號,和平東路2段53巷2號8樓,吳天放,304336.637,2768742.906
昱丞工程有限公司,北市水證甲字第002300號,和平東路2段76巷27號之2,簡梅蘭,304424.594,2768408.703
錦躍工程有限公司,北市水證甲字第002257號,忠孝東路3段212號2樓,施宗顯,304477.406,2770477.441
泛亞工程建設股份有限公司,北市水證甲字第002726號,忠孝東路4段219號7F、忠孝東路4段221號7F,姜振中,305752.357,2770505.971
洧鑫水資源有限公司,北市水證甲字第003197號,南京東路五段23巷17號,林孟泓,306301,2771789
銓紘科技有限公司,北市水證甲字第003200號,忠孝東路4段162號12樓之5,林睿遠,305528,2770463
錕信科技工程有限公司,北市水證甲字第002828號,忠孝東路3段217巷6弄14號1樓,游本修,304525.073,2770676.271
莊記工程股份有限公司,北市水證甲字第001315號,瑞安街208巷76號1樓,莊玉坪,304542.087,2769277.813
英建工程股份有限公司,北市水證甲字第001396號,和平東路2段107巷23之9號2樓,謝金勇,304553.878,2768836.14
祥清工程股份有限公司,北市水證甲字第001296號,瑞安街135巷11號1樓,何月麟,304559.23,2768850.253
九建工程股份有限公司,北市水證甲字第001673號,瑞安街208巷53弄2號1樓,黃茂成,304562.707,2769239.274
藍福水電工程股份有限公司,北市水證甲字第001677號,信義路三段132號4樓,曾榮賢,304677.868,2768914.476
東騰水電工程有限公司,北市水證甲字第002418號,和平東路2段201號2樓之4,郭振杉,304737.238,2768680.279
三聯科技股份有限公司,北市水證丙字第000004號,復興南路1段390號5樓之3,林大鈞,304834.488,2769622.849
銘利電業工程有限公司,北市水證甲字第001289號,復興南路2段327號13樓,郭振欽,304857.763,2768528.793
盛翔工程有限公司,北市水證甲字第002068號,敦化南路1段337號11樓,翁昆湖,305420.869,2769627.561
建國工程股份有限公司,北市水證甲字第002763號,敦化南路2段67號20樓,吳昌修,305417.491,2769294.367
三井工程股份有限公司,北市水證甲字第000993號,敦化南路2段218號12樓,葉大嘉,305335.415,2768312.095
兆弘機電股份有限公司,北市水證甲字第002973號,復興南路2段293之3號4樓之2,陳一坤,304858.21,2768611.463
將誠工程股份有限公司,北市水證甲字第003116號,重慶北路三段139號7樓之2,駱志輝,301851,2773420
垣登室內裝修工程有限公司,北市水證甲字第003122號,基隆路1段10號3樓之1,姚文彥,307501,2771512
龍杰工程有限公司,北市水證甲字第003230號,劍潭路25號,李朝義,302697,2775199
東磊工程股份有限公司,北市水證甲字第001625號,復興南路1段103號11樓之4,林坤煒,304898.19,2770730.582
毅成建設股份有限公司,北市水證甲字第003117號,安和路二段60號16樓,王大任,305730,2769289
亞達工程有限公司,北市水證甲字第001212號,復興南路2段111巷17弄8號1樓,陳欽慶,304973.503,2769172.062
中國聯合電機工程股份有限公司,北市水證甲字第001142號,和平東路2段297號10樓,劉世源,304975.386,2768651.194
宜欣能源科技股份有限公司,北市水證甲字第003123號,信義路3段132號4樓,曾榮賢,304427,2769569
元灃工程股份有限公司,北市水證甲字第002192號,忠孝東路4段59號12樓之1,蔡建和,305075.584,2770517.584
華冠建設企業有限公司,北市水證甲字第000480號,樂利路31號5樓,游盛珍,305663.856,2768918.513
華益工程有限公司,北市水證甲字第000958號,四維路32號1樓,楊榮龍,305304.483,2769885.875
泰誠發展營造股份有限公司,北市水證甲字第003085號,忠孝東路4段270號5樓-2,曾景琮,305988.183,2770454.123
中麟營造股份有限公司,北市水證甲字第002997號,忠孝東路4段560號2樓、2樓之1、2樓之2、2樓之3,王中平,305825.206,2769588.683
陞昌工程有限公司,北市水證甲字第003036號,樂業街169巷11號1樓,楊榮謙,305979.407,2768034.231
偉浩工程有限公司,北市水證甲字第001940號,敦化南路1段339號4樓,方仲海,305424.484,2768626.223
大陸工程股份有限公司,北市水證甲字第001874號,敦化南路2段95號,欣陸投資控股股份有限公司-經指定代表欣陸投資控股股份有限公司行使職務之自然人:江雄,305434.779,2769128.211
利亞洲工程股份有限公司,北市水證甲字第001966號,忠孝東路4段142號12樓,黃崇文,305435.731,2770464.43
星南通信電機工程有限公司,北市水證甲字第002639號,辛亥路3段157巷10號,莊金枝,305458.072,2767822.892
工信工程股份有限公司,北市水證甲字第002996號,市民大道4段102號8樓,潘瑩娟,305506.603,2770808.817
隆建興業有限公司,北市水證甲字第002743號,安和路2段82號7樓,鍾明宏,305598.615,2769162.313
台灣動力工程股份有限公司,北市水證甲字第000166號,安和路1段41號2樓,雷謦遠,305602.08,2770167.909
加晟工程有限公司,北市水證甲字第002916號,樂業街169巷11號1樓,楊榮謙,305979.407,2768034.231
興陽工程股份有限公司,北市水證甲字第002060號,忠孝東路4段289號9樓,高陳敬,305976.888,2770501.152
蕓山工程有限公司,北市水證甲字第000511號,和平東路3段212巷38號1樓,龔珮甄,305803.206,2768250.332
廣偉工程股份有限公司,北市水證甲字第000935號,安和路2段65號3樓之1,唐樹楷,305763.162,2769299.143
天保工程有限公司,北市水證甲字第001565號,和平東路3段212巷38號1樓,魏光中,305803.206,2768250.332
宏有水電有限公司,北市水證甲字第001402號,安居街8巷6弄6號1樓,吳坤焱,305960.159,2768258.034
佳河環境工程有限公司,北市水證甲字第003042號,環河北路2段155號2樓,林寶惠,301364.327,2773350.443
明亨電業行工程有限公司,北市水證甲字第002352號,涼州街70號1樓,王宗師,301541.026,2772583.28
辰陽水電工程有限公司,北市水證甲字第000754號,重慶北路3段152巷14號1樓,鄭景端,301749.75,2773416.286
漢祐科技股份有限公司,北市水證甲字第003135號,南京西路10號10樓,千夏投資有限公司-代表人：陳育偉,303900,2771625
名能科技股份有限公司,北市水證甲字第003161號,新生北路二段76之1號,馮蓮菊,303190,2772232
鉅星水電工程有限公司,北市水證甲字第001475號,重慶北路3段19號2樓,張燦祈,301844.535,2773033.628
輝達環境科技有限公司,北市水證丙字第000178號,重慶北路三段313巷12號1樓,林欣樺,301717.073,2773974.996
宜鋒實業有限公司,北市水證丙字第000159號,迪化街2段370號,陳莉穎,301717.073,2773974.996
仁麗工程有限公司,北市水證甲字第002986號,伊寧街55-2號,鄭翔宇,301617.206,2773041.756
明進水電工程有限公司,北市水證乙字第001000號,寧夏路61號7樓,鄭淑敏,301987.897,2772328.815
世宏水電空調工程有限公司,北市水證甲字第003138號,民權東路一段67號10樓,陳進賢,303008,2772846
開元工程股份有限公司,北市水證甲字第003177號,龍江路370巷24號1樓,邱創新,303906,2773281
冠宇水電工程有限公司,北市水證甲字第001995號,寧夏路130號7樓,藍武雄,301897.504,2772559.432
唐葳科技股份有限公司,北市水證甲字第003139號,復興南路二段237號13樓,王君原,301546,2771720
柏宇實業有限公司,北市水證甲字第003142號,民權西路79號4樓之9,黃宜枋,302427,2772862
順益電機有限公司,北市水證甲字第002716號,南京西路30號4樓之3,林雲英,302452.12,2771705.59
耘正企業有限公司,北市水證丙字第000183號,南京西路155巷24號,邵易宣,301796.831,2771935.24
祥達水電有限公司,北市水證甲字第002007號,四維路216巷11號,陳怡誠,302140.582,2775421.522
銓盛水電工程有限公司,北市水證甲字第002672號,中山北路6段405巷79號1樓,曹盛和,303048.349,2778850.417
藝達水電工程有限公司,北市水證甲字第003148號,景仁街20巷18號1樓,連志如,304489,2765666
儒鑫工程有限公司,北市水證甲字第003162號,中正路694號5樓之3,葉侃儒,301039.811,2775404.98
震青工程股份有限公司,北市水證甲字第001974號,華齡街73號2樓,許和益,302378.885,2775282.368
東國水電工程行,北市水證乙字第000170號,士東路266巷5弄19號地下室,林孝鐵,304223.142,2778353.839
富喬機電工程有限公司,北市水證甲字第002970號,和平東路2段151號8樓之1,張昌鎧,302633.415,2775129.354
中鼎工程股份有限公司,北市水證甲字第002572號,中山北路6段89號,楊宗興,302863.653,2777600.061
甡光水電工程有限公司,北市水證甲字第002767號,承德路4段58巷28弄12號1樓,林鴻玉,302637.907,2775010.699
益鼎工程股份有限公司,北市水證甲字第002512號,福善路16號7樓,洪俊榮,302863.653,2777600.061
中鑫股份有限公司,北市水證甲字第001363號,中山北路7段211之2號7樓,劉長霖,303706.13,2779874.438
萬鼎工程服務股份有限公司,北市水證甲字第002905號,中山北路六段89號10樓,古定國,302863.653,2777600.061
達正工程股份有限公司,北市水證甲字第000562號,重慶北路4段223號1樓,陳世榮,301548.426,2775314.675
路捷工程股份有限公司,北市水證甲字第003191號,中山北路三段29號7樓之3,王冠傑,303717,2767775
福君綜合工程有限公司,北市水證甲字第001645號,忠義街105號1樓,彭雲興,303709.569,2777692.655
順通聯合工程有限公司,北市水證甲字第003107號,忠孝東路四段148號8樓之5,蔡岸鐘,305490,2770465
惠盛水電工程股份有限公司,北市水證甲字第003169號,貴陽街二段20號,賴清興,301060.381,2770235.109
金冠德國際工程有限公司,北市水證甲字第003023號,舊莊街1段145巷6弄46號,王國忠,312793.673,2770265.898
詮豐水電工程有限公司,北市水證甲字第003022號,永吉路321巷10號1樓,張丁山,308078.356,2771008.116
里洋工程股份有限公司,北市水證甲字第003206號,松江路１０１號２樓之２,林永晟,300000,2770000
永協工程有限公司,北市水證甲字第003032號,富錦街354號,盧進來,306279.432,2772587.333
和日盛有限公司,北市水證甲字第003205號,漢中街135號5樓,林宏寬,301199,2770504
宏雄工程股份有限公司,北市水證甲字第003003號,八德路四段135號3樓,蔡義文,308364.279,2771631.209
承盛電能安保股份有限公司,北市水證甲字第003013號,八德路3段186號4樓之5,賴禹杉,306102.844,2771182.071
大宏群機電工程有限公司,北市水證甲字第003017號,大湖山莊街205號1樓,洪廣,306128.626,2771441.538
自由開發水電工程有限公司,北市水證甲字第003014號,中央北路2段139號1樓,陳國欽,299802.627,2781087.515
特呈企業有限公司,北市水證甲字第003016號,金華街53號地下室,陳華振,306985.557,2764238.743
昇萌股份有限公司,北市水證甲字第003004號,興中路28巷28號3樓之3,林芳如,309789.618,2773462.164
視野工程行,北市水證甲字第003079號,中華路1段25號6樓之6,洪健洲,301447.806,2770997.483
麗友工程股份有限公司,北市水證甲字第000197號,水源路155號1樓,周永勝,302037.725,2768519.262
元大工程有限公司,北市水證甲字第003011號,敬業一路128巷39號4樓之2,郭建均,305833.243,2775132.48
冠屹水電工程有限公司,北市水證甲字第002265號,南京東路2段174號5樓,鄭國輝,303972.346,2771625
諨力室內裝修股份有限公司,北市水證甲字第003168號,建國北路二段135、137號地下1樓,吳明都,304231.587,2772580.805
豐順營造股份有限公司,北市水證甲字第003007號,中山北路3段49號2樓之1,陳彥旭,302731.696,2773294.319
鈞盛工程有限公司,北市水證甲字第002945號,南京東路3段118號10樓之1,韓賢承,303015.383,2772724.867
一泰榮智創事業有限公司,北市水證甲字第000822號,龍江路76巷19號,葉丞墐,304439.68,2771580.282
台菱國際工程股份有限公司,北市水證甲字第003006號,忠孝東路4段560號2樓之1,雷曉鴻,305825.207,2769588.683
佳鉦科技股份有限公司,北市水證甲字第003237號,建國北路二段258巷18號1樓,陳嘉峰,304049,2772721
禾楓工程有限公司,北市水證甲字第003009號,延吉街242之1號,林宏寬,306064.175,2769847.706
磊鈺工程有限公司,北市水證乙字第000180號,仁愛路4段376號6樓之3,林顯益,306081.862,2770035.792
萬蕙昇股份有限公司,北市水證甲字第003030號,信義路3段132號10樓,曾榮賢,304426.802,2769568.895
榮祥工程股份有限公司,北市水證甲字第003027號,重慶北路2段185號12樓之1,邱永豐,301831.365,2772520.861
昶銘工程有限公司,北市水證甲字第003093號,基隆路2段125號7樓之3,郭銘政,306210,2769041
嘉鼎工程管理顧問股份有限公司,北市水證甲字第003100號,內湖路1段77號2樓,謝景德,306551,2775291
寬洋營造股份有限公司,北市水證甲字第003103號,復興北路201號9樓之2,徐慧恩,304921,2772056
宏騏騰科技工程股份有限公司,北市水證丙字第000180號,新湖三路122號3樓,張愷真,308272,2773007
弘賀企業有限公司,北市水證甲字第003115號,羅斯福路六段201號1樓,吳萓玲,304641,2765478
起暘科技工程有限公司,北市水證甲字第003110號,寶清街31號6樓之1,涂達生,307393,2771491
弘景工程有限公司,北市水證甲字第003112號,光復南路23號3樓,楊順治,306309,2771087
創建機電科技股份有限公司,北市水證甲字第002567號,敦化南路2段69號20樓,吳昌修,305418,2769288
隆銘綠能科技工程股份有限公司,北市水證甲字第003121號,明水路602號3樓,許鑒隆,305658,2774927
崇偉科技工程股份有限公司,北市水證甲字第003238號,南京東路五段16號9樓之3,潘逸學,306377,2771580
長盛營造股份有限公司,北市水證甲字第003231號,復興北路400號10樓之4,許月媖,304881,2772720
耀陽工程股份有限公司,北市水證甲字第003233號,龍江路317巷4號1樓,許瀚陽,304604,2772683
百易工程有限公司,北市水證甲字第003125號,瑞光路188巷50號4樓,陳化成,308188,2774048
錦順營造股份有限公司,北市水證甲字第003131號,長春路263號3樓,連敏華,304600,2771953
淨川企業有限公司,北市水證乙字第000190號,民生東路2段147巷6弄13號,陳秋川,303922,2772447
達欣工程股份有限公司,北市水證甲字第003145號,敦化南路二段92號9樓,王人正,305342,2769033
翊浩科技股份有限公司,北市水證甲字第003134號,石潭路65號6樓,巫采燕,309246,2772863
信邦水電工程有限公司,北市水證甲字第003140號,羅斯福路五段168號2樓,陳雲青,304871,2768751
東暐水電工程股份有限公司,北市水證甲字第003149號,忠孝東路三段100號4樓,賴明元,304156,2770489
聯全水電工程有限公司,北市水證甲字第003151號,大南路325號1樓,呂木火,302198,2775726
廣春工程有限公司,北市水證乙字第000194號,忠孝東路五段476號8樓,劉欣樺,308254,2770406
原湠有限公司,北市水證乙字第000191號,廈門街22號,黃勝榮,302243,2768776
展恩科技股份有限公司,北市水證丙字第000174號,舊莊街一段64號2樓,胡哲維,312422,2770465
新琦營造股份有限公司,北市水證甲字第003160號,松江路297巷14號1樓,林俊夫,303922,2772644
聖輝有限公司,北市水證甲字第003163號,基河路40號4樓之5,鍾小玲,302880,2775163
靖宜工程股份有限公司,北市水證甲字第003166號,南京東路四段77號3樓,吳桂靖,305885,2771633
久舜營造股份有限公司,北市水證甲字第003170號,新湖二路257號2樓,林世貞,308697,2772968
捷友營造股份有限公司,北市水證甲字第003173號,和平東路二段100號9樓之1,沈娟,304652,2768648
傳睿科技股份有限公司,北市水證甲字第003243號,堤頂大道二段473號2樓,陳英圖,306722,2774948
億鴻系統科技股份有限公司,北市水證甲字第002902號,新湖二路128號6樓之1,張家豪,308400,2772824
隆勝股份有限公司,北市水證甲字第003209號,義理街58號2樓之1,曹菁慧,302027,2778885
元巨機電有限公司,北市水證甲字第003211號,光復南路6巷27號,簡大翔,306202,2771172
亞捷開發有限公司,北市水證甲字第003212號,大安路一段157巷11號1樓,楊麗秋,305167,2770020
瑞助營造股份有限公司,北市水證甲字第003213號,忠孝西路一段50號11樓之3,邵明斌,302048,2771006
樂居創新股份有限公司,北市水證甲字第003214號,民善街89號,謝有全,308091,2772584
大陸水工股份有限公司,北市水證乙字第001001號,承德路二段137號12樓之4,陳之貴,302302,2772261
譽太國際有限公司,北市水證乙字第001006號,長安東路二段181號6樓之1,陳韋霖,304746,2771246
凱迪華系統工程股份有限公司,北市水證甲字第003223號,松德路161號13樓之1,蔡明哲,308008,2769932
御天機電工程股份有限公司,北市水證甲字第003227號,至誠路1段82號1樓,林宗毅,303998,2777146
景興營建股份有限公司,北市水證甲字第003226號,南京東路五段171號3樓,李民政,306859,2771614
慶耀營造股份有限公司,北市水證甲字第003225號,復興北路400號3樓,陳怡芬,304881,2772720
庸居室內裝修有限公司,北市水證乙字第001013號,金山南路一段108-4號,程麗庸,300000,2770000
承毅機電工程有限公司,北市水證甲字第003228號,館前路2號12樓,張承峰,301955,2771018
潤森工程有限公司,北市水證甲字第003229號,民權東路3段178號7樓,何維倫,305444,2772698
驊勵有限公司,北市水證甲字第003232號,敦化北路207號10樓之1,蔡明儒,305440,2772317
達裕機電股份有限公司,北市水證甲字第002966號,南京東路3段303巷3弄8號5樓,吳昕霖,305091,2771708
宏民營造股份有限公司,北市水證甲字第003218號,信義路4段281號8樓,龔惠安,305987,2769585
和穗實業有限公司,北市水證甲字第003215號,松江路23號6樓,宋俊德,303796,2771065
榮奕工程實業有限公司,北市水證甲字第003217號,忠誠路一段115號2樓,林宜樺,303336,2777529
新新策劃工程顧問有限公司,北市水證乙字第001008號,和平西路3段85號3樓,黃佳松,300622,2769789
俊同企業有限公司,北市水證甲字第003219號,信義路5段5號,周本卿,306748,2769567
漢峰鑫股份有限公司,北市水證甲字第003222號,內湖路一段396號3樓之1,羅志明,307823,2774820
皇昌營造股份有限公司,北市水證甲字第003221號,潭美街539號23樓,江程金,310490,2772699
澄易環境科技股份有限公司,北市水證甲字第003220號,民權西路27號12樓之1,湯棋同,302608,2772856
宥丞工程有限公司,北市水證丙字第000198號,和平東路二段76巷27-1號,呂芳琦,300000,2770000
群佑環境科技有限公司,北市水證乙字第001011號,成功路四段30巷26號2樓之1,鄭淑真,309699,2775048
台灣博世舒適科技空調設備販賣股份有限公司,北市水證甲字第002569號,南京東路3段63號,飯塚慎一,304307,2771664
郁勝機電工程有限公司,北市水證甲字第002591號,一壽街48號,陳昭霖,306167,2763571
吉大工程股份有限公司,北市水證甲字第003242號,基隆路二段135號6樓,陳竟曜,306108,2768903
穎達營造股份有限公司,北市水證甲字第003244號,羅斯福路三段325號8樓之8,張朝宗,303717,2767775
越南商科泰剛營造股份有限公司,北市水證甲字第003240號,復興北路178號6樓,盧朝欽,304875,2771896
大舜集成股份有限公司,北市水證甲字第003246號,新湖二路257號2樓,蔡長榮,308697,2772968
全道位有限公司,北市水證甲字第003224號,長沙街2段104號11樓,黃思蕾,300906,2770339
虹甫能源科技股份有限公司,北市水證甲字第003234號,復興南路一段342號5樓之2,馬友友,304832,2769876
