統一編號,公司名稱,公司地址,核准解散日期,Longitude,Latitude
43945627,方程式國際企業有限公司,臺北市松山區八德路3段225號11樓之4,115/04/21,121.556997,25.048234
50774346,鴻景工程有限公司,臺北市北投區稻香路120號1樓,115/04/21,121.490193,25.14246
54331273,樸致資訊股份有限公司,臺北市大安區忠孝東路4段59號4樓之3,115/04/21,121.545806,25.041792
60677678,康和園有限公司,臺北市中山區松江路200號11樓之1,115/04/21,121.532884,25.057272
80306897,佛圓國際有限公司,臺北市信義區信義路5段5號5樓,115/04/21,121.56234,25.033152
82812147,傑筌國際有限公司,臺北市中正區仁愛路2段25號5樓,115/04/21,121.527305,25.038461
83081577,雲光台有限公司,臺北市南港區重陽路316號3樓之5,115/04/21,121.605708,25.057773
90100016,路由鏈股份有限公司,臺北市大安區信義路4段1號2樓,115/04/21,121.543915,25.033566
90230329,思康國際有限公司,臺北市信義區忠孝東路5段1之3號14樓,115/04/21,121.564905,25.041481
90390036,仙女星控股有限公司,臺北市中山區中山北路3段27號9樓之3,115/04/21,121.522464,25.065387
90602691,翰語廣告有限公司,臺北市信義區信義路4段415號14樓之1,115/04/21,121.559235,25.033304
95496950,華光文創有限公司,臺北市中山區松江路31號4樓,115/04/21,121.533156,25.047404
20767662,羅良企業有限公司,臺北市松山區南京東路4段197號10樓之3,115/04/22,121.55696,25.051758
24753129,眾與設計有限公司,臺北市中山區復興北路62號11樓之1,115/04/22,121.543786,25.050481
24940382,美景物業有限公司,臺北市大同區市民大道1段211號12樓之23,115/04/22,121.518412,25.049133
28621775,聯信保險代理人股份有限公司,臺北市信義區忠孝東路5段508號11樓,115/04/22,121.578755,25.041115
42838986,紅杉國際股份有限公司,臺北市大安區安和路1段11號8樓,115/04/22,121.54984,25.039667
50796427,郡尼士有限公司,臺北市南港區富康街1巷16弄30號4樓,115/04/22,121.617857,25.05326
52368870,邦為有限公司,臺北市大安區忠孝東路4段320號2樓,115/04/22,121.557056,25.041136
53124000,上登豐有限公司,臺北市中正區忠孝西路1段27號4樓,115/04/22,121.518853,25.04605
53748293,震基實業有限公司,臺北市文山區辛亥路4段101巷49號,115/04/22,121.560295,25.00702
53927269,登甲國際有限公司,臺北市信義區基隆路1段35巷7弄2之1號,115/04/22,121.57049,25.04784
60301413,梁氏智慧財產諮詢有限公司,臺北市中正區忠孝東路1段152號12樓之5,115/04/22,121.52592,25.04398
60469974,芯聯科技有限公司,臺北市中山區復興北路48號3樓,115/04/22,121.54376,25.049537
60703628,延平都更開發股份有限公司,臺北市中正區重慶南路1段57號4樓之13,115/04/22,121.51335,25.044671
83235539,台灣阿波羅生醫科技股份有限公司,臺北市大安區忠孝東路4段134號8樓,115/04/22,121.548244,25.041333
83474828,德樂室內裝修有限公司,臺北市信義區吳興街156巷22弄4號,115/04/22,121.560674,25.028668
85068775,米豆實業有限公司,臺北市大安區忠孝東路4段49巷4弄16號12樓之7,115/04/22,121.545678,25.042133
90099931,翌風創意行銷有限公司,臺北市中山區建國北路1段150號4樓,115/04/22,121.536351,25.051441
90104028,長湙有限公司,臺北市大安區信義路4段134號5樓,115/04/22,121.54977,25.033059
90349939,寅新清潔股份有限公司,臺北市內湖區新明路316號2樓,115/04/22,121.581799,25.055433
90380163,安電科技有限公司,臺北市中山區新生北路3段25巷38號1樓,115/04/22,121.529321,25.064343
95496332,劇風科技股份有限公司,臺北市松山區復興北路145號5樓,115/04/22,121.544293,25.053636
239112,星港娛樂股份有限公司,臺北市大安區忠孝東路4段221號12樓,115/04/23,121.552577,25.041661
4894277,詠銘實業有限公司,臺北市文山區永安街34號4樓,115/04/23,121.569929,24.986269
7139113,同和有限公司,臺北市大同區民族西路126之1號,115/04/23,121.516516,25.068453
16352711,徠特爾國際股份有限公司,臺北市大同區重慶北路3段313巷10之1號1樓,115/04/23,121.51465,25.074007
16789361,玖達禮儀禮品有限公司,臺北市大安區辛亥路3段157巷24弄23號1樓,115/04/23,121.550349,25.017305
28479138,大溪地健康廣場有限公司,臺北市中山區民權東路2段1號2樓,115/04/23,121.528108,25.062854
53932050,三泰國際貿易有限公司,臺北市中正區羅斯福路1段83巷2號4樓之2,115/04/23,121.519854,25.031403
54340385,非常弘準網資訊科技股份有限公司,臺北市松山區復興北路1號14樓之2,115/04/23,121.544158,25.047968
83001238,蜜威有限公司,臺北市大安區安和路1段29號15樓,115/04/23,121.550424,25.03913
83522146,醫文編輯有限公司,臺北市中正區重慶南路1段57號7之11,115/04/23,121.51335,25.044671
83978969,盈豐泰投資有限公司,臺北市信義區基隆路2段145號10樓,115/04/23,121.555742,25.026973
85089595,廣昀有限公司,臺北市中山區長安東路2段81號3樓之1,115/04/23,121.534499,25.04853
90815836,尹汎行銷國際有限公司,臺北市大同區哈密街107之1號1樓,115/04/23,121.514251,25.073039
93590641,可曜有限公司,臺北市中山區吉林路24號7樓之3,115/04/23,121.529954,25.051331
94016976,鑫瑄富投資股份有限公司,臺北市大安區忠孝東路4段233號6樓之11,115/04/23,121.553608,25.041654
94149912,塵上科技有限公司,臺北市中山區林森北路372號5樓,115/04/23,121.525394,25.057734
63964,毛來福有限公司,臺北市大同區承德路1段35號8樓之2,115/04/24,121.517315,25.051093
23036445,榮昇實業有限公司,臺北市內湖區內湖路2段352號8樓之5,115/04/24,121.590452,25.082007
24534639,圖怡創意股份有限公司,臺北市中正區忠孝東路1段76號12樓之1,115/04/24,121.523921,25.044467
24960507,日盛顧問有限公司,臺北市大安區忠孝東路4段222號3樓,115/04/24,121.553586,25.041212
28210365,相元鋼鐵有限公司,臺北市內湖區安康路139之1號1樓,115/04/24,121.60004,25.063136
55200306,鼎鼐實業有限公司,臺北市大安區忠孝東路4段222號3樓,115/04/24,121.553586,25.041212
60349541,陽東有限公司,臺北市大安區忠孝東路4段295號3樓,115/04/24,121.555065,25.041608
60703887,台灣昂帝億人力資源有限公司,臺北市中山區長春路366號3樓,115/04/24,121.542608,25.054472
60746632,策勢智庫數位傳媒有限公司,臺北市大安區仁愛路3段26號5樓,115/04/24,121.535746,25.037648
60760514,宜禾環淨有限公司,臺北市中山區松江路315號11樓,115/04/24,121.533413,25.061945
60784430,薩瓦迪卡有限公司,臺北市大同區重慶北路2段72號3樓,115/04/24,121.513696,25.056298
83764278,開心凱鑫有限公司,臺北市信義區松德路10號7樓,115/04/24,121.577417,25.039529
85041262,樂芙茵有限公司,臺北市士林區後港街139號,115/04/24,121.521674,25.086808
90435717,沅溙生物科技有限公司,臺北市大安區忠孝東路3段303號2樓之2,115/04/24,121.543304,25.042007
90551882,光立方科技股份有限公司,臺北市內湖區民權東路6段160號11樓之3,115/04/24,121.591874,25.068678
90815499,長人生有限公司,臺北市文山區興隆路1段70巷1號2樓,115/04/24,121.540657,25.003388
91114832,台灣弘海策略有限公司,臺北市內湖區成功路5段8號1樓,115/04/24,121.60117,25.08471
93722328,台灣棒果有限公司,臺北市信義區基隆路1段163號14樓之1,115/04/24,121.565226,25.041751
94093473,立亞致有限公司,臺北市萬華區康定路105號21樓之7,115/04/24,121.502022,25.039268
96754890,馬林梵多有限公司,臺北市士林區後港街96號7樓,115/04/24,121.5218,25.086205
20756969,永磁電子股份有限公司,臺北市南港區八德路4段768巷9號3樓,115/04/27,121.58064,25.049797
20989593,佑展實業有限公司,臺北市中山區民生東路2段26號1樓,115/04/27,121.528608,25.057852
23769735,欣和大旅社有限公司,臺北市大安區羅斯福路2段75之1號2、3、4、5、6樓,115/04/27,121.52319,25.026423
24489156,虢茂化工企業有限公司,臺北市中山區中山北路2段72巷6號4樓,115/04/27,121.522218,25.056971
24752613,晨椿企業股份有限公司,臺北市內湖區瑞光路607號4樓,115/04/27,121.56684,25.080183
24969319,澳彌尼有限公司,臺北市大安區信義路4段6號13樓之5,115/04/27,121.544127,25.033128
25137833,世佳租賃有限公司,臺北市大安區羅斯福路2段75之1號7、8、9樓,115/04/27,121.52319,25.026423
42639810,接上他的腿有限公司,臺北市士林區和豐街53號1樓,115/04/27,121.517174,25.082315
53760943,異想電影有限公司,臺北市中正區羅斯福路2段48巷3號,115/04/27,121.521311,25.027669
53945317,聯寶國際商業有限公司,臺北市大安區忠孝東路3段303號6樓,115/04/27,121.543304,25.042007
60714483,桃吉創意有限公司,臺北市中正區仁愛路2段25號5樓,115/04/27,121.527305,25.038461
60788978,萬祈有限公司,臺北市大安區敦化南路2段2號6樓之1,115/04/27,121.548437,25.033024
82798932,奧米特整合科技股份有限公司,臺北市大安區忠孝東路4段300號5樓,115/04/27,121.55628,25.041155
82878442,和森顧問諮詢股份有限公司,臺北市信義區基隆路1段176號5樓之1,115/04/27,121.565209,25.042814
83541256,君禹實業有限公司,臺北市松山區南京東路5段399號2樓之1,115/04/27,121.569669,25.051497
89167122,必如科技有限公司,臺北市中山區新生北路3段82巷26號3樓,115/04/27,121.52674,25.067025
89633154,殷商曼企業有限公司,臺北市大同區延平北路2段215號7樓,115/04/27,121.511495,25.059853
90138456,盈藝有限公司,臺北市中山區中山北路3段26號8樓,115/04/27,121.522037,25.065141
90230854,探吉文創有限公司,臺北市中山區松江路3號10樓,115/04/27,121.53313,25.046001
90834073,天保康股份有限公司,臺北市南港區經貿二路197號4樓,115/04/27,121.615564,25.060568
91047264,品翊資訊科技有限公司,臺北市中山區民權西路70號10樓之1,115/04/27,121.51985,25.062657
94105457,雍容國際有限公司,臺北市中山區建國北路3段92號7樓,115/04/27,121.534468,25.066683
94106625,好鉅科技有限公司,臺北市大安區信義路4段1號2樓,115/04/27,121.543915,25.033566
94181829,大福樂活空間有限公司,臺北市大同區民權西路136號13樓之11,115/04/27,121.516409,25.06275
96831138,中晴網通有限公司,臺北市中山區松江路328號8號,115/04/27,121.532968,25.060987
168799,高嶋屋台灣貿易有限公司,臺北市中山區南京東路3段201號9樓,115/04/28,121.54252,25.052091
234860,藏韻餐飲股份有限公司,臺北市大安區忠孝東路3段203號1樓,115/04/28,121.539098,25.041872
4477907,伍中交通汽車材料行有限公司,臺北市大同區太原路79巷19號1樓,115/04/28,121.516357,25.051759
12106801,輝耀機電工程股份有限公司,臺北市中山區遼寧街62巷7號1樓,115/04/28,121.541804,25.050521
14080335,開泰電器企業股份有限公司,臺北市松山區敦化南路1段102號2樓之5,115/04/28,121.548535,25.046106
23020540,華泰育樂事業股份有限公司,臺北市中山區林森北路369號1樓,115/04/28,121.525637,25.057746
24945746,音你而在有限公司,臺北市大同區塔城街39號10樓之1,115/04/28,121.510506,25.052416
52558409,信成開發股份有限公司,臺北市中山區復興北路58號12樓,115/04/28,121.543775,25.050142
60741783,鈞藏創意有限公司,臺北市大同區寧夏路23之1號2樓,115/04/28,121.515134,25.055166
83166081,臺灣愛謹科技有限公司,臺北市大安區和平東路1段75巷1號8樓,115/04/28,121.525122,25.027274
86296713,麒立實業有限公司,臺北市南港區南港路3段330巷1之1號1樓,115/04/28,121.580914,25.05179
90016974,君傑國際良品有限公司,臺北市內湖區金龍路178號1樓,115/04/28,121.588117,25.086563
90582604,八宇國際股份有限公司,臺北市信義區忠孝東路5段19號8樓,115/04/28,121.565668,25.041314
90648676,金耀雲新創科技股份有限公司,臺北市中正區杭州南路1段6巷22之1號1樓,115/04/28,121.525339,25.043589
90713084,水源路有限公司,臺北市中正區南昌路1段65號1樓,115/04/28,121.517452,25.031068
90718546,金字塔創富有限公司,臺北市松山區八德路4段600號2樓,115/04/28,121.572554,25.0498
90882193,動不停有限公司,臺北市中山區堤頂大道2段508號,115/04/28,121.560991,25.083269
94129866,全電科技工程有限公司,臺北市大同區南京西路41號10樓之1,115/04/28,121.519765,25.052924
97278425,文王科技有限公司,臺北市文山區忠順街2段51號3樓,115/04/28,121.564178,24.984988
84166,藍譽有限公司,臺北市松山區復興北路201號4樓,115/04/29,121.544334,25.055686
9481248,滿林企業有限公司,臺北市大安區四維路218號2樓,115/04/29,121.547826,25.025817
12944551,員福國際有限公司,臺北市中山區中山北路3段30號9樓之3,115/04/29,121.522035,25.065362
22432066,康閔股份有限公司,臺北市大安區敦化南路1段205號2樓之8,115/04/29,121.549259,25.042007
23442470,偉詩可有限公司,臺北市中山區復興北路436號4樓,115/04/29,121.544099,25.063621
23607325,鋐龍科技有限公司,臺北市士林區忠誠路1段36號3樓,115/04/29,121.526431,25.104457
23881929,畢麗安企業有限公司,臺北市信義區基隆路2段56號6樓之7,115/04/29,121.558342,25.031306
24318317,樺陽生化科技有限公司,臺北市大安區大安路1段65號10樓,115/04/29,121.546277,25.042535
24558131,聯珹電腦有限公司,臺北市士林區文林路338號4樓之1,115/04/29,121.525823,25.092753
28836945,騰升貿易有限公司,臺北市士林區重慶北路4段220巷23號,115/04/29,121.511747,25.085903
42993614,凱立咖啡有限公司,臺北市松山區南京東路5段399號2樓之1,115/04/29,121.569669,25.051497
50775801,長德投資開發有限公司,臺北市大安區敦化南路2段180號10樓,115/04/29,121.548312,25.023705
50893526,阿贊奴干沛有限公司,臺北市信義區基隆路2段135號2樓,115/04/29,121.555976,25.027177
55797537,雪喬股份有限公司,臺北市大安區羅斯福路3段193號9樓,115/04/29,121.528125,25.021042
60432772,梵澤國際有限公司,臺北市大安區忠孝東路4段231號10樓之2,115/04/29,121.553118,25.041644
60515512,財霈實業有限公司,臺北市松山區延吉街7之1號地下室,115/04/29,121.553494,25.047464
60607076,華倫資本股份有限公司,臺北市大同區承德路2段83之2號,115/04/29,121.51849,25.056183
60764574,樂蜜娛樂有限公司,臺北市內湖區內湖路1段115號3樓,115/04/29,121.562048,25.084223
70573971,丞市有限公司,臺北市北投區義理街11號1樓,115/04/29,121.515057,25.116247
80164898,台灣宏大科技股份有限公司,臺北市中山區松江路185號7樓之6,115/04/29,121.533317,25.05647
83448054,創遊科技有限公司,臺北市大安區忠孝東路4段300號5樓,115/04/29,121.55628,25.041155
83464217,初芯股份有限公司,臺北市中山區南京東路2段160號6樓,115/04/29,121.534396,25.051832
86720794,台灣威士盟大地工程顧問有限公司,臺北市中山區復興北路58號10樓,115/04/29,121.543775,25.050142
89940821,原版貿易股份有限公司,臺北市大同區重慶北路1段112號1樓,115/04/29,121.514005,25.053113
90244111,好白方式有限公司,臺北市大安區忠孝東路3段305號6樓之2,115/04/29,121.543542,25.041886
90664507,宜窩餐飲有限公司,臺北市信義區嘉興街8號,115/04/29,121.558673,25.032298
93776626,投木科技有限公司,臺北市中正區青島東路4號4樓之3,115/04/29,121.521383,25.043913
94079710,昇益昇有限公司,臺北市中正區忠孝東路1段49巷17號3樓,115/04/29,121.526208,25.044651
95449232,緻富國際有限公司,臺北市文山區萬利街41巷4號7樓之1,115/04/29,121.564983,25.000364
96771384,台灣壹叁有限公司,臺北市松山區南京東路4段19號2樓之2,115/04/29,121.550292,25.051931
97314793,全利水產有限公司,臺北市士林區通河西街2段116巷2號4樓,115/04/29,121.507171,25.092828
11104734,友智國際有限公司,臺北市北投區溫泉路65巷11之2號1樓,115/04/30,121.504012,25.135748
23157334,昌弘科技有限公司,臺北市大安區新生南路1段145巷7號1樓,115/04/30,121.53348,25.03583
24537495,維智不動產顧問有限公司,臺北市中正區汀洲路1段57號3樓,115/04/30,121.5091584,25.03102068
28701382,亞凡有限公司,臺北市內湖區成功路4段182巷6弄13號,115/04/30,121.593507,25.083838
29071664,宇肯空間設計有限公司,臺北市松山區光復南路55號2樓,115/04/30,121.557929,25.045991
42850067,富苑國際有限公司,臺北市信義區松隆路102號17樓之1,115/04/30,121.571031,25.045884
50761193,鴻高創業投資有限公司,臺北市內湖區洲子街79號2樓,115/04/30,121.571481,25.080159
52234275,旭庭有限公司,臺北市大安區復興南路2段13之1號,115/04/30,121.54379,25.032491
52254308,好感基因有限公司,臺北市松山區寶清街21號4樓之1,115/04/30,121.568934,25.050131
55102902,如霖國際有限公司,臺北市南港區重陽路218之2號5樓,115/04/30,121.603378,25.057283
60470374,洪興國際有限公司,臺北市中山區撫順街10之2號1樓,115/04/30,121.520991,25.063558
60783713,魔瓦科技有限公司,臺北市中正區羅斯福路2段14號2樓,115/04/30,121.520944,25.028739
82833451,金五吉翔有限公司,臺北市士林區通河東街1段166號2樓,115/04/30,121.515777,25.087914
82899988,米優國際企業有限公司,臺北市士林區延平北路6段155巷51號1樓,115/04/30,121.506045,25.08903
82960603,食事王朝管理顧問有限公司,臺北市中山區南京西路1之1號10樓,115/04/30,121.521814,25.052534
83235550,昱盛科技有限公司,臺北市信義區松高路9號25樓,115/04/30,121.565073,25.039514
83383025,巨山國際不動產有限公司,臺北市大安區忠孝東路4段221號12樓,115/04/30,121.552577,25.041661
85032480,鑫富凱有限公司,臺北市士林區承德路4段188號3樓,115/04/30,121.522335,25.087133
89137916,魔串有限公司,臺北市大安區通化街145號1樓,115/04/30,121.553923,25.028832
90544258,劦洤工程有限公司,臺北市松山區復興北路223號5樓,115/04/30,121.544462,25.056823
90690929,金牛國際實業有限公司,臺北市中山區民生東路1段25號3樓之3,115/04/30,121.524317,25.058199
91077317,費雷思有限公司,臺北市大安區大安路1段19巷19號1樓,115/04/30,121.547113,25.04453
91077766,女亭有限公司,臺北市信義區基隆路1段141號2樓,115/04/30,121.565843,25.042983
93521687,富璽教育有限公司,臺北市大安區忠孝東路4段169號11樓之4,115/04/30,121.550421,25.041705
93557452,沐醺有限公司,臺北市內湖區民權東路6段180巷6號5樓之9,115/04/30,121.592648,25.068196
93651175,南記行有限公司,臺北市內湖區內湖路1段387巷9號,115/04/30,121.570643,25.082975
94143121,探吉影業股份有限公司,臺北市內湖區民權東路6段47巷18弄8號,115/04/30,121.587363,25.070136
94174833,櫚創有限公司,臺北市大安區忠孝東路3段54號2樓之1,115/04/30,121.535562,25.041727
94266170,晶英欣業有限公司,臺北市大安區復興南路1段126巷1號2樓之24,115/04/30,121.543,25.04331
95450384,翊富整合行銷有限公司,臺北市中山區新生北路2段68巷15號8樓之3,115/04/30,121.526148,25.05649
97280153,麗生貿易有限公司,臺北市大同區重慶北路1段1號11樓之2,115/04/30,121.513699,25.049551
